FROM,TO,DAY,DAYS,TYPE,Title,NOTES,COLOR_CATEGORY,daterange_wiki,title_wiki,year_wiki,ru_link_wiki,source_wiki,link_wiki,developer_wiki,publisher_wiki,releasedate_wiki,genre_wiki,engine_wiki,director_wiki,artist_wiki,composer_wiki,platform_wiki,designer_wiki,writer_wiki,programmer_wiki,mode_wiki,summary_wiki,background_wiki
2022-12-25 00:00:00,2022-12-25 00:00:00,Sunday,0,other,DEATH STRANDING Director's Cut,"Fail for a few hours, the game is still on the accounts",FFFFF2CC,,,,,,,,,,,,,,,,,,,,,
2022-12-24 00:00:00,2022-12-25 00:00:00,Saturday,1,dupe,Metro: Last Light Redux,,FFB6D7A8,24 December 2022,Metro: Last Light Redux,2022.0,https://ru.wikipedia.org/wiki/Metro_Redux,https://www.igromania.ru/news/121885/Metro_Last_Light_Redux_otdayut_v_Epic_Games_Store_no_ne_vsem.html,https://en.wikipedia.org/wiki/Metro%3A_Last_Light_Redux,4A Games,Deep Silver,"May 14, 2013, Windows, ,, PS3, ,, X360, NA, :, 14 May 2013, AU, :, 16 May 2013, EU, :, 17 May 2013, OS X, WW, :, 10 September 2013, Linux, WW, :, 5 November 2013, PlayStation 4, ,, Xbox One, NA, :, 26 August 2014, EU, :, 29 August 2014, AU, :, 4 September 2014, Nintendo Switch, WW, :, 28 February 2020, Stadia, WW, :, 23 June 2020",First-person shooter,4A Engine,Andrew Prokhorov,Andrey Tkachenko,Alexei Omelchuk,,Viacheslav Aristov,,,Single-player,,
2022-12-23 00:00:00,2022-12-24 00:00:00,Friday,1,,Encased: A Sci-Fi Post-Apocalyptic RPG,,FFB6D7A8,,,,,,,,,,,,,,,,,,,,,
2022-12-22 00:00:00,2022-12-23 00:00:00,Thursday,1,,Fallout: A Post Nuclear Role Playing Game,Part of collection: Fallout® Classic Collection,FFB6D7A8,,,,,,,,,,,,,,,,,,,,,
2022-12-22 00:00:00,2022-12-23 00:00:00,Thursday,1,,Fallout 2: A Post Nuclear Role Playing Game,Part of collection: Fallout® Classic Collection,FFB6D7A8,,,,,,,,,,,,,,,,,,,,,
2022-12-22 00:00:00,2022-12-23 00:00:00,Thursday,1,,Fallout Tactics: Brotherhood of Steel,Part of collection: Fallout® Classic Collection,FFB6D7A8,29 August - 5 September 2024,Fallout Tactics: Brotherhood of Steel,2024.0,https://ru.wikipedia.org/wiki/Fallout_(игра),https://www.igromania.ru/news/142068/v-epic-games-store-nachali-otdavat-nabor-fallout-i-simulyator-wild-card-football/,https://en.wikipedia.org/wiki/Fallout_Tactics%3A_Brotherhood_of_Steel,Micro Forté,"14 Degrees East, [, a, ]","NA, :, March 15, 2001, EU, :, March 30, 2001, [, 1, ]","Tactical role-playing, [, 3, ], [, 4, ], [, 5, ]",,,Parrish Rodgers,Inon Zur,Microsoft Windows,Ed Orman,,Karl Burdack,,"Fallout Tactics: A Post Nuclear Tactical Combat Game , or simply Fallout Tactics , is a turn-based real-time tactical role-playing game set in the post-apocalyptic Fallout universe. Developed by Micro Forté and published by 14 Degrees East , Fallout Tactics was released on 15 March 2001 for Microsoft Windows . It had sold over 300,000 units worldwide by 2008.","The game follows a squad of the Brotherhood of Steel as it becomes engaged in a desperate war. Although the game takes place in the Fallout universe, it does not follow or continue the story of either Fallout or Fallout 2 . Fallout Tactics shipped with a bonus CD when it was pre-ordered. The bonus CD included Fallout: Warfare , a table-top miniatures game based on the Fallout universe, as well as a bonus mission for the main game.

In 2020, Emil Pagliarulo stated that elements and lore from Fallout Tactics have been used in Bethesda Softworks ' subsequent entries in the series. A timeline of the series posted by him in 2024 lists the game as happening in 2197."
2022-12-21 00:00:00,2022-12-22 00:00:00,Wednesday,1,,LEGO Builder's Journey,,FFB6D7A8,21 December 2022,Lego Builder's Journey,2022.0,https://ru.wikipedia.org/wiki/Lego_Builder’s_Journey,https://kanobu.ru/news/v-epic-games-store-nachalas-besplatnaya-razdacha-lego-builders-journey-461053/,https://en.wikipedia.org/wiki/Lego_Builder%27s_Journey,Light Brick Studio,Lego Games,"iOS, macOS, tvOS, December 19, 2019, Windows, Switch, June 22, 2021, Xbox One, Xbox Series X/S, November 25, 2021, PlayStation 4, PlayStation 5, April 19, 2022, visionOS, February 2, 2024",Puzzle,Unity,,,"Henrik Lindstrand, [, 1, ]",,,,,Single-player,"Lego Builder's Journey is a puzzle game developed by Light Brick Studio and published by Lego Games . It was originally released in December 19, 2019 on iOS , macOS , tvOS through Apple Arcade and Nintendo Switch and Microsoft Windows on June 22, 2021. It was also ported to Xbox One and Xbox Series X/S on November 25, 2021. The PlayStation 4 and PlayStation 5 ports of the game released on April 19, 2022. Lego Builder's Journey and Lego Brawls were the first two Lego games for Apple Arcade. Lego Builder's Journey has received generally positive reviews.",
2022-12-20 00:00:00,2022-12-21 00:00:00,Tuesday,1,dupe,Wolfenstein: The New Order,,FFB6D7A8,2-9 June 2022,Wolfenstein: The New Order,2022.0,https://ru.wikipedia.org/wiki/Wolfenstein:_The_New_Order,https://www.vg247.com/wolfenstein-the-new-order-epic-games-store-freebie,https://en.wikipedia.org/wiki/Wolfenstein%3A_The_New_Order,MachineGames,Bethesda Softworks,20 May 2014,First-person shooter,id Tech 5,,,Mick Gordon,,Jerk Gustafsson,,Jim Kjellin,Single-player,,
2022-12-20 00:00:00,2022-12-21 00:00:00,Tuesday,1,dupe,Wolfenstein: The New Order,,FFB6D7A8,20 December 2022,Wolfenstein: The New Order,2022.0,https://ru.wikipedia.org/wiki/Wolfenstein:_The_New_Order,https://ixbt.games/news/2022/12/20/v-epic-games-store-nacalas-besplatnaya-razdaca-wolfenstein-the-new-order-no-polzovatelyam-iz-rossii-.html,https://en.wikipedia.org/wiki/Wolfenstein%3A_The_New_Order,MachineGames,Bethesda Softworks,20 May 2014,First-person shooter,id Tech 5,,,Mick Gordon,,Jerk Gustafsson,,Jim Kjellin,Single-player,,
2022-12-19 00:00:00,2022-12-20 00:00:00,Monday,1,,Them's Fightin' Herds,,FFB6D7A8,19 December 2022,Them's Fightin' Herds,2022.0,https://ru.wikipedia.org/wiki/Them’s_Fightin’_Herds?action=edit&redlink=1,https://ixbt.games/news/2022/12/19/v-epic-games-store-nacalas-besplatnaya-razdaca-faitinga-s-poni-thems-fightin-herds-kotoraya-prodlits.html,https://en.wikipedia.org/wiki/Them%27s_Fightin%27_Herds,Mane6,,"Windows, April 30, 2020, Linux, March 25, 2021, macOS, October 27, 2021, Switch, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S, October 18, 2022",Fighting,,,,,,,,,,,
2022-12-19 00:00:00,2022-12-20 00:00:00,Monday,1,,Them's Fightin' Herds,,FFB6D7A8,6-13 March 2025,Them's Fightin' Herds,2025.0,https://ru.wikipedia.org/wiki/Them’s_Fightin’_Herds?action=edit&redlink=1,https://dtf.ru/games/3618563-v-epic-games-store-nachalas-razdacha-thems-fightin-herds-dvuhmernogo-faitinga-so-zvermi,https://en.wikipedia.org/wiki/Them%27s_Fightin%27_Herds,Mane6,,"Windows, April 30, 2020, Linux, March 25, 2021, macOS, October 27, 2021, Switch, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S, October 18, 2022",Fighting,,,,,,,,,,,
2022-12-18 00:00:00,2022-12-19 00:00:00,Sunday,1,,Sable,,FFB6D7A8,18 December 2022,Sable,2022.0,https://ru.wikipedia.org/wiki/Sable,https://dtf.ru/sale/1513412-v-epic-games-store-startovala-razdacha-sable-krasochnoy-advenchury-ob-issledovanii-pustynnoy-planety,https://en.wikipedia.org/wiki/Sable,,,,,,,,,,,,,,,
2022-12-18 00:00:00,2022-12-19 00:00:00,Sunday,1,,Sable,,FFB6D7A8,26 June - 3 July 2025,Sable,2025.0,https://ru.wikipedia.org/wiki/Sable,https://kanobu.ru/news/egs-razdayot-priklyuchencheskuyu-igru-sable-502266/,https://en.wikipedia.org/wiki/Sable,,,,,,,,,,,,,,,
2022-12-17 00:00:00,2022-12-18 00:00:00,Saturday,1,dupe,Costume Quest 2,,FFB6D7A8,22-29 October 2020,Costume Quest 2,2020.0,https://ru.wikipedia.org/wiki/Costume_Quest_2?action=edit&redlink=1,https://www.igromania.ru/news/99103/V_magazine_Epic_Games_besplatno_otdayut_Costume_Quest_2_i_Layers_of_Fear_2.html,https://en.wikipedia.org/wiki/Costume_Quest_2,Double Fine Productions,,"Linux, ,, OS X, ,, Windows, October 7, 2014, PS3, ,, PS4, ,, Wii U, ,, Xbox 360, ,, Xbox One, October 31, 2014",Role-playing,,Gabe Miller,Freddie Lee,Peter McConnell,,,Gabe Miller,Ben Burbank,Single-player,"Costume Quest 2 is a 2014 role-playing video game developed by Double Fine Productions and published by Midnight City . The sequel to Costume Quest (2010), Costume Quest 2 allows players to assume the identity of one of the two twin siblings, Wren or Reynold. Together with their friends, the group travels through the various in-game environments collecting candy and various costumes, in an attempt to thwart the plans of Dr. Orel White, who wishes to see Halloween banished forever. The game has an improved battle system and a time travel -based plotline. The downloadable-only title has been released on Linux , OS X , Windows , PlayStation 3 , PlayStation 4 , Wii U , Xbox 360 , and Xbox One .",
2022-12-17 00:00:00,2022-12-18 00:00:00,Saturday,1,dupe,Costume Quest 2,,FFB6D7A8,17 December 2022,Costume Quest 2,2022.0,https://ru.wikipedia.org/wiki/Costume_Quest_2?action=edit&redlink=1,https://gamerant.com/epic-games-store-free-mystery-december-2022-costume-quest-2/,https://en.wikipedia.org/wiki/Costume_Quest_2,Double Fine Productions,,"Linux, ,, OS X, ,, Windows, October 7, 2014, PS3, ,, PS4, ,, Wii U, ,, Xbox 360, ,, Xbox One, October 31, 2014",Role-playing,,Gabe Miller,Freddie Lee,Peter McConnell,,,Gabe Miller,Ben Burbank,Single-player,"Costume Quest 2 is a 2014 role-playing video game developed by Double Fine Productions and published by Midnight City . The sequel to Costume Quest (2010), Costume Quest 2 allows players to assume the identity of one of the two twin siblings, Wren or Reynold. Together with their friends, the group travels through the various in-game environments collecting candy and various costumes, in an attempt to thwart the plans of Dr. Orel White, who wishes to see Halloween banished forever. The game has an improved battle system and a time travel -based plotline. The downloadable-only title has been released on Linux , OS X , Windows , PlayStation 3 , PlayStation 4 , Wii U , Xbox 360 , and Xbox One .",
2022-12-16 00:00:00,2022-12-17 00:00:00,Friday,1,dupe,Horizon Chase Turbo,,FFB6D7A8,24 June - 1 July 2021,Horizon Chase Turbo,2021.0,https://ru.wikipedia.org/wiki/Horizon_Chase?action=edit&redlink=1,https://www.igromania.ru/news/106280/V_Epic_Games_Store_besplatno_otdayut_Sonic_Mania_i_Horizon_Chase_Turbo.html,https://en.wikipedia.org/wiki/Horizon_Chase_Turbo,Aquiris Game Studio,"Aquiris Game Studio, [, a, ]","World Tour, August 20, 2015, Turbo, Windows, Linux, PlayStation 4, Xbox One, WW, :, May 15, 2018, Nintendo Switch, WW, :, November 28, 2018, [, 1, ], PlayStation Vita, AS, :, June 18, 2021, [, 2, ]",Racing,Unity,,,Barry Leitch,,,,,Single-player,"Horizon Chase is a racing video game developed and published by Brazilian company Aquiris Game Studio. It was originally released on August 20, 2015, for iOS and Android platforms. It is a 3D game inspired by 2D, 16-bit titles like Top Gear and Out Run . Its soundtrack has Nintendocore influences.","On May 15, 2018, an enhanced version, Horizon Chase Turbo , was released for Windows , Linux , PlayStation 4 , Nintendo Switch , Xbox One , and PlayStation Vita , the latter via a Play-Asia physical release and one of the last of such for the system.

A sequel, Horizon Chase 2 , launched for Apple Arcade on September 6, 2022, with releases for the Microsoft Windows and the Nintendo Switch in 2023."
2022-12-16 00:00:00,2022-12-17 00:00:00,Friday,1,dupe,Horizon Chase Turbo,,FFB6D7A8,16 December 2022,Horizon Chase Turbo,2022.0,https://ru.wikipedia.org/wiki/Horizon_Chase_Turbo?action=edit&redlink=1,https://ixbt.games/news/2022/12/16/v-epic-games-store-nacalas-besplatnaya-razdaca-horizon-chase-turbo-kotoraya-prodlitsya-lis-sutki.html,https://en.wikipedia.org/wiki/Horizon_Chase_Turbo,Aquiris Game Studio,"Aquiris Game Studio, [, a, ]","World Tour, August 20, 2015, Turbo, Windows, Linux, PlayStation 4, Xbox One, WW, :, May 15, 2018, Nintendo Switch, WW, :, November 28, 2018, [, 1, ], PlayStation Vita, AS, :, June 18, 2021, [, 2, ]",Racing,Unity,,,Barry Leitch,,,,,Single-player,"Horizon Chase is a racing video game developed and published by Brazilian company Aquiris Game Studio. It was originally released on August 20, 2015, for iOS and Android platforms. It is a 3D game inspired by 2D, 16-bit titles like Top Gear and Out Run . Its soundtrack has Nintendocore influences.","On May 15, 2018, an enhanced version, Horizon Chase Turbo , was released for Windows , Linux , PlayStation 4 , Nintendo Switch , Xbox One , and PlayStation Vita , the latter via a Play-Asia physical release and one of the last of such for the system.

A sequel, Horizon Chase 2 , launched for Apple Arcade on September 6, 2022, with releases for the Microsoft Windows and the Nintendo Switch in 2023."
2022-12-15 00:00:00,2022-12-16 00:00:00,Thursday,1,,Bloons TD 6,,FFB6D7A8,15 December 2022,Bloons TD 6,2022.0,https://ru.wikipedia.org/wiki/Bloons_TD_6?action=edit&redlink=1,https://www.igromania.ru/news/121625/V_EGS_startovala_zimnyaya_rasprodazha_i_besplatnaya_razdacha_Bloons_TD_6.html,https://en.wikipedia.org/wiki/Bloons_TD_6,Ninja Kiwi,"Ninja Kiwi, [, a, ]","Android, iOS, June 13, 2018, Windows, December 17, 2018, macOS, March 13, 2020, Apple Arcade, February 11, 2022, Xbox One, September 5, 2023, visionOS, February 2, 2024, PlayStation 4, July 31, 2024",Tower defense,"Unity, [, 1, ]",,,,,,,,,"Bloons TD 6 is a 2018 tower defense game developed and published by Ninja Kiwi and created in Unity . In Bloons TD 6 , various monkeys are placed around the map to defend against ""Bloons"" that are travelling towards the exit. Being the sixth and latest entry in the Bloons Tower Defense series, it first released on June 13, 2018, for iOS and Android . It was later released on Microsoft Windows in December 2018, and macOS in March 2020 via Steam and later on Apple Arcade . It was later released on the Epic Games Store on June 19, 2022. In February 2022, Bloons TD 6+ was released for Apple Arcade . On June 12, 2023, Bloons TD 6 Netflix was released on iOS and Android for Netflix members only. Bloons TD 6 was released for the Apple Vision Pro on February 2, 2024. Bloons TD 6 has releases for consoles, starting with Xbox One on September 5, 2023, and on July 31, 2024, on PlayStation 4 .",
2022-12-15 00:00:00,2022-12-16 00:00:00,Thursday,1,,Bloons TD 6,,FFB6D7A8,3-10 August 2023,Bloons TD 6,2023.0,https://ru.wikipedia.org/wiki/Bloons_TD_6?action=edit&redlink=1,https://dtf.ru/sale/2006555-v-epic-games-store-startovala-razdacha-roglayta-loop-hero-ot-rossiyskih-razrabotchikov,https://en.wikipedia.org/wiki/Bloons_TD_6,Ninja Kiwi,"Ninja Kiwi, [, a, ]","Android, iOS, June 13, 2018, Windows, December 17, 2018, macOS, March 13, 2020, Apple Arcade, February 11, 2022, Xbox One, September 5, 2023, visionOS, February 2, 2024, PlayStation 4, July 31, 2024",Tower defense,"Unity, [, 1, ]",,,,,,,,,"Bloons TD 6 is a 2018 tower defense game developed and published by Ninja Kiwi and created in Unity . In Bloons TD 6 , various monkeys are placed around the map to defend against ""Bloons"" that are travelling towards the exit. Being the sixth and latest entry in the Bloons Tower Defense series, it first released on June 13, 2018, for iOS and Android . It was later released on Microsoft Windows in December 2018, and macOS in March 2020 via Steam and later on Apple Arcade . It was later released on the Epic Games Store on June 19, 2022. In February 2022, Bloons TD 6+ was released for Apple Arcade . On June 12, 2023, Bloons TD 6 Netflix was released on iOS and Android for Netflix members only. Bloons TD 6 was released for the Apple Vision Pro on February 2, 2024. Bloons TD 6 has releases for consoles, starting with Xbox One on September 5, 2023, and on July 31, 2024, on PlayStation 4 .",
2022-12-15 00:00:00,2022-12-16 00:00:00,Thursday,1,,Bloons TD 6,,FFB6D7A8,8-15 January 2026,Bloons TD 6,2026.0,https://ru.wikipedia.org/wiki/Bloons_TD_6?action=edit&redlink=1,https://vgtimes.ru/news/143856-halyava-raskryty-sleduyuschie-besplatnye-igry-v-egs.-nachalas-razdacha-bloons-td-6.html,https://en.wikipedia.org/wiki/Bloons_TD_6,Ninja Kiwi,"Ninja Kiwi, [, a, ]","Android, iOS, June 13, 2018, Windows, December 17, 2018, macOS, March 13, 2020, Apple Arcade, February 11, 2022, Xbox One, September 5, 2023, visionOS, February 2, 2024, PlayStation 4, July 31, 2024",Tower defense,"Unity, [, 1, ]",,,,,,,,,"Bloons TD 6 is a 2018 tower defense game developed and published by Ninja Kiwi and created in Unity . In Bloons TD 6 , various monkeys are placed around the map to defend against ""Bloons"" that are travelling towards the exit. Being the sixth and latest entry in the Bloons Tower Defense series, it first released on June 13, 2018, for iOS and Android . It was later released on Microsoft Windows in December 2018, and macOS in March 2020 via Steam and later on Apple Arcade . It was later released on the Epic Games Store on June 19, 2022. In February 2022, Bloons TD 6+ was released for Apple Arcade . On June 12, 2023, Bloons TD 6 Netflix was released on iOS and Android for Netflix members only. Bloons TD 6 was released for the Apple Vision Pro on February 2, 2024. Bloons TD 6 has releases for consoles, starting with Xbox One on September 5, 2023, and on July 31, 2024, on PlayStation 4 .",
2022-12-08 00:00:00,2022-12-15 00:00:00,Thursday,7,,Saints Row IV: Re-Elected,,FFD0E0E3,8-15 December 2022,Saints Row IV: Re-Elected,2022.0,https://ru.wikipedia.org/wiki/Saints_Row_IV,https://www.igromania.ru/news/121402/V_Epic_Games_Store_besplatno_otdayut_Saints_Row_4_i_Wildcat_Gun_Machine.html?from=mpp,https://en.wikipedia.org/wiki/Saints_Row_IV%3A_Re-Elected,"Volition, [, a, ]",Deep Silver,"August 20, 2013, Microsoft Windows, ,, PlayStation 3, ,, Xbox 360, NA, :, August 20, 2013, EU, :, August 23, 2013, AU, :, September 12, 2013, PlayStation 4, ,, Xbox One, NA, :, January 20, 2015, EU, :, January 23, 2015, Linux, WW, :, December 21, 2015, Nintendo Switch, WW, :, March 27, 2020, Stadia, WW, :, November 1, 2021",Action-adventure,,,Stephen Quirk,,,Scott Phillips,,Ryan Spencer,,,
2022-12-08 00:00:00,2022-12-15 00:00:00,Thursday,7,,Wildcat Gun Machine,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2022-12-01 00:00:00,2022-12-08 00:00:00,Thursday,7,,Fort Triumph,,FFD0E0E3,1-8 December 2022,Fort Triumph,2022.0,https://ru.wikipedia.org/wiki/Fort_Triumph?action=edit&redlink=1,https://www.igromania.ru/news/121171/V_Epic_Games_Store_budut_besplatno_otdavat_Saints_Row_4.html,,,,,,,,,,,,,,,,
2022-12-01 00:00:00,2022-12-08 00:00:00,Thursday,7,,RPG in a Box,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2022-11-24 00:00:00,2022-12-01 00:00:00,Thursday,7,,STAR WARS: Squadrons,,FFD0E0E3,24 November - 1 December 2022,Star Wars: Squadrons,2022.0,https://ru.wikipedia.org/wiki/Star_Wars:_Squadrons,https://kanobu.ru/news/v-epic-games-store-nachalas-razdacha-star-wars-squadrons-459657/,https://en.wikipedia.org/wiki/Star_Wars%3A_Squadrons,Motive Studio,Electronic Arts,"PlayStation 4, Windows, Xbox One, October 2, 2020, Xbox Series X/S, December 3, 2020",Space combat,Frostbite 3,Ian S. Frazier,Mike Yazijian,Gordy Haab,,James Clement,Joanna Berry,Patrick Lalonde,,"Star Wars: Squadrons is a space combat game set in the Star Wars universe, developed by Motive Studio and published by Electronic Arts . It was released for PlayStation 4 , Windows , and Xbox One , on October 2, 2020, and for Xbox Series X/S on December 3, 2020. The game features both multiplayer game modes and a single-player campaign. Set after Return of the Jedi , the campaign alternates between the New Republic 's Vanguard Squadron and the Galactic Empire 's Titan Squadron, both of which become involved with the Republic's Project Starhawk; Vanguard Squadron wants to ensure its completion, while Titan Squadron attempts to destroy it.","The game received generally favorable reviews upon release, garnering praise for its gameplay, while facing some criticism over its story and lack of content. The game sold more than 1.1 million digital copies as of October 2020."
2022-11-17 00:00:00,2022-11-24 00:00:00,Thursday,7,,Dark Deity,,FFD0E0E3,17-24 November 2022,Dark Deity,2022.0,https://ru.wikipedia.org/wiki/Dark_Deity?action=edit&redlink=1,https://games.mail.ru/pc/news/2022-11-17/nachalas-besplatnaya-razdacha-evil-dead-the-game-i-dark-deity/,https://en.wikipedia.org/wiki/Dark_Deity,,indie.io,"June 15, 2021, Microsoft Windows, June 15, 2021, Nintendo Switch, March 17, 2022",Tactical role-playing,,,Jonathan Kinda,,,,Nicholas Solari,,Single-player,"Dark Deity is a tactical role-playing video game developed by Sword & Axe LLC and published by indie.io. It was funded by Kickstarter , and released on June 15, 2021, on the Steam platform for Microsoft Windows . It was later released for Nintendo Switch on March 17, 2022. It follows a group of military academy students in a fantasy universe who are suddenly conscripted into the army years prior to their normal graduation due to the onset of war in the kingdom.","The game garnered positive reviews on PC and mixed reviews on Switch, with reviewers praising its overall gameplay, character artwork, and amount of class choices, but criticizing its map graphics and design, menu layout, performance issues and bugs, while calling its story and similarity to the Fire Emblem series lacking in originality. A sequel for the game, Dark Deity 2 , was released on March 24, 2025."
2022-11-17 00:00:00,2022-11-24 00:00:00,Thursday,7,,Evil Dead: The Game,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2022-11-17 00:00:00,2022-11-24 00:00:00,Thursday,7,pack,Rumbleverse - Epic Cheerleader Pack,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2022-11-10 00:00:00,2022-11-17 00:00:00,Thursday,7,,Alba - A Wildlife Adventure,,FFD0E0E3,10-17 November 2022,Alba: A Wildlife Adventure,2022.0,https://ru.wikipedia.org/wiki/Alba:_A_Wildlife_Adventure?action=edit&redlink=1,https://kanobu.ru/news/na-sleduyuschej-nedele-v-egs-razdadut-evil-dead-the-game-459072/,https://en.wikipedia.org/wiki/Alba%3A_A_Wildlife_Adventure,Ustwo Games,,"iOS, ,, macOS, ,, tvOS, ,, Microsoft Windows, WW, :, December 11, 2020, Nintendo Switch, ,, PlayStation 4, ,, PlayStation 5, ,, Xbox One, ,, Xbox Series X/S, WW, :, June 9, 2021",Adventure,"Unity, [, 1, ]",,,,,,,,Single-player,"Alba: A Wildlife Adventure is a 2020 open-world adventure game developed and published by Ustwo Games . It was released on iOS , macOS and Windows in 2020, and for Nintendo Switch , PlayStation 4 , PlayStation 5 , Xbox One and Xbox Series X/S in 2021. The Windows and console ports were published by PID Games along with Ustwo. The game focuses on exploring the island and conserving wildlife .",
2022-11-10 00:00:00,2022-11-17 00:00:00,Thursday,7,dupe,Shadow Tactics: Blades of the Shogun,,FFD0E0E3,28 December 2019,Shadow Tactics: Blades of the Shogun,2019.0,https://ru.wikipedia.org/wiki/Shadow_Tactics:_Blades_of_the_Shogun,https://dtf.ru/sale/89979-v-epic-games-store-nachalas-razdacha-shadow-tactics-blades-of-the-shogun,https://en.wikipedia.org/wiki/Shadow_Tactics%3A_Blades_of_the_Shogun,Mimimi Productions,,"Windows, macOS, Linux, WW, :, December 6, 2016, PlayStation 4, ,, Xbox One, EU, :, July 28, 2017, NA, :, August 1, 2017, Amazon Luna, US, :, October 20, 2020, PlayStation 5, WW, :, October 15, 2025, Nintendo Switch 2, WW, :, March 18, 2026",Real-time tactics,Unity,Dominik Abé,Bianca Dörr,Filippo Beck Peccoz,,,,Dominik Abé,Single-player,"Shadow Tactics: Blades of the Shogun is a stealth -oriented real-time tactics video game developed by Mimimi Productions and published by Daedalic Entertainment . The gameplay is similar to that of the Commandos and Desperados series. It was released on December 6, 2016, for Microsoft Windows , macOS and Linux , in July 2017 for PlayStation 4 and Xbox One , for Amazon Luna on October 20, 2020 , and was released on March 18, 2026 for Nintendo Switch 2 .",A standalone expansion for the game titled Aiko's Choice was released in December 2021. It has five missions on new maps but adds no new gameplay features.
2022-11-03 00:00:00,2022-11-10 00:00:00,Thursday,7,,Filament,,FFD0E0E3,3-10 November 2022,Filament,2022.0,https://ru.wikipedia.org/wiki/Filament?action=edit&redlink=1,https://www.igromania.ru/news/120495/Rising_Storm_2_Vietnam_i_Filament_mozhno_zabrat_v_Epic_Games_Store.html,https://en.wikipedia.org/wiki/Filament,,,,,,,,,,,,,,"The word filament , which is descended from Latin filum meaning "" thread "", is used in English for a variety of thread-like structures, including:",
2022-11-03 00:00:00,2022-11-10 00:00:00,Thursday,7,dupe,Rising Storm 2: Vietnam,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2022-10-27 00:00:00,2022-11-03 00:00:00,Thursday,7,,Saturnalia,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2022-10-27 00:00:00,2022-11-03 00:00:00,Thursday,7,,"Warhammer 40,000: Mechanicus",,FFD0E0E3,27 October - 3 November 2022,"Warhammer 40,000: Mechanicus",2022.0,"https://ru.wikipedia.org/wiki/Warhammer_40,000:_Mechanicus",https://www.igromania.ru/news/120320/V_EGS_besplatno_otdayut_Saturnalia_i_Warhammer_40_000_Mechanicus.html,https://en.wikipedia.org/wiki/Warhammer_40%2C000%3A_Mechanicus,Bulwark Studios,Kasedo Games,"November 15, 2018 (PC), July 17, 2020 (PS4, Switch, Xbox One)",Turn-based tactics,,,,,,,,,Single-player,"Warhammer 40,000: Mechanicus is a turn-based tactics video game developed by Bulwark Studios and published by Kasedo Games for the PC in November 2018. It is based on Games Workshop 's tabletop wargame Warhammer 40,000 . A sequel, Warhammer 40,000: Mechanicus 2 was announced on May 23rd, 2024.",
2022-10-20 00:00:00,2022-10-27 00:00:00,Thursday,7,,Evoland Legendary Edition,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2022-10-20 00:00:00,2022-10-27 00:00:00,Thursday,7,,Fallout 3: Game of the Year Edition,,FFD0E0E3,20-27 October 2022,Fallout 3: Game of the Year Edition,2022.0,https://ru.wikipedia.org/wiki/Fallout_3,https://dtf.ru/sale/1393388-v-epic-games-store-startovala-razdacha-polnogo-izdaniya-fallout-3-ego-mozhno-zabrat-do-27-oktyabrya,https://en.wikipedia.org/wiki/Fallout_3%3A_Game_of_the_Year_Edition,Bethesda Game Studios,Bethesda Softworks,"NA, :, October 28, 2008, PAL, :, October 31, 2008",Action role-playing,Gamebryo,Todd Howard,Istvan Pely,Inon Zur,,Emil Pagliarulo,Emil Pagliarulo,,Single-player,,
2022-10-20 00:00:00,2022-10-27 00:00:00,Thursday,7,,Fallout 3: Game of the Year Edition,,FFD0E0E3,23 December 2023,Fallout 3: Game of the Year Edition,2023.0,https://ru.wikipedia.org/wiki/Fallout_3,https://kanobu.ru/news/v-epic-games-store-nachalas-razdacha-fallout-3-479975/,https://en.wikipedia.org/wiki/Fallout_3%3A_Game_of_the_Year_Edition,Bethesda Game Studios,Bethesda Softworks,"NA, :, October 28, 2008, PAL, :, October 31, 2008",Action role-playing,Gamebryo,Todd Howard,Istvan Pely,Inon Zur,,Emil Pagliarulo,Emil Pagliarulo,,Single-player,,
2022-10-13 00:00:00,2022-10-20 00:00:00,Thursday,7,,Darkwood,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
