FROM,TO,DAY,DAYS,TYPE,Title,NOTES,COLOR_CATEGORY,daterange_wiki,title_wiki,year_wiki,ru_link_wiki,source_wiki,link_wiki,developer_wiki,publisher_wiki,releasedate_wiki,genre_wiki,engine_wiki,director_wiki,artist_wiki,composer_wiki,platform_wiki,designer_wiki,writer_wiki,programmer_wiki,mode_wiki,summary_wiki,background_wiki
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,dupe,Fallout: A Post Nuclear Role Playing Game,Part of collection: Fallout® Classic Collection,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,dupe,Fallout 2: A Post Nuclear Role Playing Game,Part of collection: Fallout® Classic Collection,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,dupe,Fallout Tactics: Brotherhood of Steel,Part of collection: Fallout® Classic Collection,FFD0E0E3,29 August - 5 September 2024,Fallout Tactics: Brotherhood of Steel,2024.0,https://ru.wikipedia.org/wiki/Fallout_(игра),https://www.igromania.ru/news/142068/v-epic-games-store-nachali-otdavat-nabor-fallout-i-simulyator-wild-card-football/,https://en.wikipedia.org/wiki/Fallout_Tactics%3A_Brotherhood_of_Steel,Micro Forté,"14 Degrees East, [, a, ]","NA, :, March 15, 2001, EU, :, March 30, 2001, [, 1, ]","Tactical role-playing, [, 3, ], [, 4, ], [, 5, ]",,,Parrish Rodgers,Inon Zur,Microsoft Windows,Ed Orman,,Karl Burdack,,"Fallout Tactics: A Post Nuclear Tactical Combat Game , or simply Fallout Tactics , is a turn-based real-time tactical role-playing game set in the post-apocalyptic Fallout universe. Developed by Micro Forté and published by 14 Degrees East , Fallout Tactics was released on 15 March 2001 for Microsoft Windows . It had sold over 300,000 units worldwide by 2008.","The game follows a squad of the Brotherhood of Steel as it becomes engaged in a desperate war. Although the game takes place in the Fallout universe, it does not follow or continue the story of either Fallout or Fallout 2 . Fallout Tactics shipped with a bonus CD when it was pre-ordered. The bonus CD included Fallout: Warfare , a table-top miniatures game based on the Fallout universe, as well as a bonus mission for the main game.

In 2020, Emil Pagliarulo stated that elements and lore from Fallout Tactics have been used in Bethesda Softworks ' subsequent entries in the series. A timeline of the series posted by him in 2024 lists the game as happening in 2197."
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,,Wild Card Football,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-08-22 00:00:00,2024-08-29 00:00:00,Thursday,7,,Gigantic: Rampage Edition,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-08-22 00:00:00,2024-08-29 00:00:00,Thursday,7,,The Callisto Protocol,,FFD0E0E3,22-29 August 2024,The Callisto Protocol,2024.0,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/141810/v-epic-games-store-stali-besplatno-otdavat-horror-the-callisto-protocol-i-otdadut-fallout/,https://en.wikipedia.org/wiki/The_Callisto_Protocol,Striking Distance Studios,Krafton,"December 2, 2022",Survival horror,Unreal Engine 4,,Demetrius Leal,Finishing Move Inc.,,Ben Walker,R. Eric Lieb,,Single-player,"The Callisto Protocol is a 2022 survival horror game developed by Striking Distance Studios and published by Krafton . It was released for PlayStation 4 , PlayStation 5 , Windows , Xbox One , and Xbox Series X/S on December 2, 2022. The game was directed by Dead Space series creator Glen Schofield and is considered a spiritual successor to the series.","The story follows Jacob Lee ( Josh Duhamel ), a starship captain who survives a crash landing on the Jovian moon Callisto , only to be captured and incarcerated against his will in a high-security prison. He is subsequently forced to fight for survival when a mysterious illness sweeps the prison, and gradually learns the dark secrets of his captors. Gameplay has players exploring a series of levels, gathering resources and collecting data logs while fighting off infected prisoners.

Development of The Callisto Protocol began with the formation of Striking Distance Studios in June 2019. The game received mixed reviews from critics and failed to meet the sales expectations of Krafton."
2024-08-22 00:00:00,2024-08-29 00:00:00,Thursday,7,,The Callisto Protocol,,FFD0E0E3,24 December 2025,The Callisto Protocol,2025.0,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/161017/the-callisto-protocol-besplatno-razdayut-v-epic-games-store/,https://en.wikipedia.org/wiki/The_Callisto_Protocol,Striking Distance Studios,Krafton,"December 2, 2022",Survival horror,Unreal Engine 4,,Demetrius Leal,Finishing Move Inc.,,Ben Walker,R. Eric Lieb,,Single-player,"The Callisto Protocol is a 2022 survival horror game developed by Striking Distance Studios and published by Krafton . It was released for PlayStation 4 , PlayStation 5 , Windows , Xbox One , and Xbox Series X/S on December 2, 2022. The game was directed by Dead Space series creator Glen Schofield and is considered a spiritual successor to the series.","The story follows Jacob Lee ( Josh Duhamel ), a starship captain who survives a crash landing on the Jovian moon Callisto , only to be captured and incarcerated against his will in a high-security prison. He is subsequently forced to fight for survival when a mysterious illness sweeps the prison, and gradually learns the dark secrets of his captors. Gameplay has players exploring a series of levels, gathering resources and collecting data logs while fighting off infected prisoners.

Development of The Callisto Protocol began with the formation of Striking Distance Studios in June 2019. The game received mixed reviews from critics and failed to meet the sales expectations of Krafton."
2024-08-15 00:00:00,2024-08-22 00:00:00,Thursday,7,,Death's Gambit: Afterlife,,FFD0E0E3,15-22 August 2024,Death's Gambit Afterlife,2024.0,https://ru.wikipedia.org/wiki/Death’s_Gambit?action=edit&redlink=1,https://www.igromania.ru/news/141551/v-egs-stali-besplatno-otdavat-deaths-gambit-afterlife-i-razdadut-the-callisto-protocol/,,,,,,,,,,,,,,,,
2024-08-15 00:00:00,2024-08-22 00:00:00,Thursday,7,pack,World of Warships — Starter Pack: Albany,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-08-08 00:00:00,2024-08-15 00:00:00,Thursday,7,pack,Apex Legends™: Conduit Free Unlock Bundle,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-08-08 00:00:00,2024-08-15 00:00:00,Thursday,7,,CYGNI - All Guns Blazing,,FFD0E0E3,8-15 August 2024,Cygni: All Guns Blazing,2024.0,https://ru.wikipedia.org/wiki/Cygni:_All_Guns_Blazing?action=edit&redlink=1,https://www.igromania.ru/news/141333/v-epic-games-store-razdayut-cygni-all-guns-blazing-i-dnf-duel/,https://en.wikipedia.org/wiki/Cygni%3A_All_Guns_Blazing,KeelWorks,Konami,"WW, :, August 6, 2024",,"Unreal Engine 4, [, 1, ]",,,,,,,,Single-player,Cygni: All Guns Blazing is a vertically scrolling bullet hell shooter developed by KeelWorks and published by Konami . Players fight waves of aliens in their spaceship via a twin-stick shooter control mechanism.,
2024-08-08 00:00:00,2024-08-15 00:00:00,Thursday,7,dupe,DNF Duel,,FFD0E0E3,20 December 2023,DNF Duel,2023.0,https://ru.wikipedia.org/wiki/DNF_Duel,https://www.championat.com/cybersport/news-5366068-v-epic-games-store-startovala-ezhednevnaya-razdacha-igr.html,https://en.wikipedia.org/wiki/DNF_Duel,,Nexon,"Windows, ,, PS4, ,, PS5, 28 June 2022, Nintendo Switch, 20 April 2023",Fighting,Unreal Engine 4,Tatsuru Tazaki,,Go Younghwa,,Diago Noma,Kang Kyusang,Hidekazu Yasui,,"DNF Duel is a fighting video game co-developed by Arc System Works , Eighting and Neople, and published by Nexon . It is a spin-off of the Dungeon & Fighter series and was released for the Microsoft Windows , PlayStation 4 , and PlayStation 5 on 28 June 2022. A Nintendo Switch port was released on 20 April 2023.",
2024-08-01 00:00:00,2024-08-08 00:00:00,Thursday,7,,LumbearJack,,FFD0E0E3,1-8 August 2024,LumbearJack,2024.0,https://ru.wikipedia.org/wiki/LumbearJack?action=edit&redlink=1,https://www.igromania.ru/news/141109/v-epic-games-store-besplatno-razdayut-golovolomku-lumbearjack/,https://en.wikipedia.org/wiki/LumbearJack,,,,,,,,,,,,,,"Armor Games Inc. is an American video game publisher and free web gaming portal. The website hosts over a thousand HTML5 (and previously Flash ) browser games. Based in Irvine, California , the site was founded in 2004 by Daniel McNeely.","Armor Games primarily hosts curated HTML5 / JavaScript games and MMOs , sometimes sponsoring their creation. Each game is uploaded and maintained by its original developer, and some include unlockable player achievements. Users can chat within the site and create online profiles."
2024-08-01 00:00:00,2024-08-08 00:00:00,Thursday,7,,RAWMEN: Food Fighter Arena 🍜,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,dupe,F.I.S.T.: Forged In Shadow Torch,,FFD0E0E3,26 December 2022,F.I.S.T.: Forged In Shadow Torch,2022.0,https://ru.wikipedia.org/wiki/F.I.S.T.:_Forged_In_Shadow_Torch?action=edit&redlink=1,https://www.igromania.ru/news/121937/F.I.S.T._Forged_In_Shadow_Torch_stala_ocherednoy_besplatnoy_igroy_v_EGS.html,https://en.wikipedia.org/wiki/F.I.S.T.%3A_Forged_In_Shadow_Torch,TiGames,"Bilibili, [, a, ]","PlayStation 4, PlayStation 5, WW, :, September 7, 2021, Microsoft Windows, WW, :, October 3, 2021, Nintendo Switch, EU, /, NA, :, July 12, 2022, JP, :, July 14, 2022, Xbox Series X/S, WW, :, June 27, 2023",Metroidvania,Unreal Engine 4,,,Caisheng Bo,,,,,Single-player,"F.I.S.T.: Forged In Shadow Torch is a 2021 metroidvania video game developed by TiGames and published by Bilibili . It was released on PlayStation 4 and PlayStation 5 on September 7, 2021, followed by a Windows port on October 3, 2021. The game launched on the Nintendo Switch in July 2022. It also released for Xbox Series X/S in June 2023. The game received positive reviews from critics, citing its graphics, world and gameplay.","A prequel Zoopunk will be released in 2027 for PlayStation 5 , Xbox Series X/S and Microsoft Windows"
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,dupe,F.I.S.T.: Forged In Shadow Torch,,FFD0E0E3,2-9 November 2023,F.I.S.T.: Forged In Shadow Torch,2023.0,https://ru.wikipedia.org/wiki/F.I.S.T.:_Forged_In_Shadow_Torch?action=edit&redlink=1,https://ixbt.games/news/2023/11/02/v-epic-games-store-razdayut-igru-o-repke-s-problemami-s-nalogovoi-turnip-boy-commits-tax-evasion.html,https://en.wikipedia.org/wiki/F.I.S.T.%3A_Forged_In_Shadow_Torch,TiGames,"Bilibili, [, a, ]","PlayStation 4, PlayStation 5, WW, :, September 7, 2021, Microsoft Windows, WW, :, October 3, 2021, Nintendo Switch, EU, /, NA, :, July 12, 2022, JP, :, July 14, 2022, Xbox Series X/S, WW, :, June 27, 2023",Metroidvania,Unreal Engine 4,,,Caisheng Bo,,,,,Single-player,"F.I.S.T.: Forged In Shadow Torch is a 2021 metroidvania video game developed by TiGames and published by Bilibili . It was released on PlayStation 4 and PlayStation 5 on September 7, 2021, followed by a Windows port on October 3, 2021. The game launched on the Nintendo Switch in July 2022. It also released for Xbox Series X/S in June 2023. The game received positive reviews from critics, citing its graphics, world and gameplay.","A prequel Zoopunk will be released in 2027 for PlayStation 5 , Xbox Series X/S and Microsoft Windows"
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,dupe,F.I.S.T.: Forged In Shadow Torch,,FFD0E0E3,25 July - 1 August 2024,F.I.S.T.: Forged In Shadow Torch,2024.0,https://ru.wikipedia.org/wiki/F.I.S.T.:_Forged_In_Shadow_Torch?action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-fist-forged-in-shadow-torch-488833/,https://en.wikipedia.org/wiki/F.I.S.T.%3A_Forged_In_Shadow_Torch,TiGames,"Bilibili, [, a, ]","PlayStation 4, PlayStation 5, WW, :, September 7, 2021, Microsoft Windows, WW, :, October 3, 2021, Nintendo Switch, EU, /, NA, :, July 12, 2022, JP, :, July 14, 2022, Xbox Series X/S, WW, :, June 27, 2023",Metroidvania,Unreal Engine 4,,,Caisheng Bo,,,,,Single-player,"F.I.S.T.: Forged In Shadow Torch is a 2021 metroidvania video game developed by TiGames and published by Bilibili . It was released on PlayStation 4 and PlayStation 5 on September 7, 2021, followed by a Windows port on October 3, 2021. The game launched on the Nintendo Switch in July 2022. It also released for Xbox Series X/S in June 2023. The game received positive reviews from critics, citing its graphics, world and gameplay.","A prequel Zoopunk will be released in 2027 for PlayStation 5 , Xbox Series X/S and Microsoft Windows"
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,pack,Olympics™ Go! Paris 2024 - Exclusive Outfits pack,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-07-18 00:00:00,2024-07-25 00:00:00,Thursday,7,,Arcade Paradise,,FFD0E0E3,18-25 July 2024,Arcade Paradise,2024.0,https://ru.wikipedia.org/wiki/Arcade_Paradise?action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-arcade-paradise-i-maid-of-sker-488611/,https://en.wikipedia.org/wiki/Arcade_Paradise,Nosebleed Interactive,Wired Productions,"WW, :, August 11, 2022, WW, :, October 13, 2022, (Luna, Stadia)",,Unity,,,,,,,,Single-player,"Arcade Paradise is a business simulation video game developed by Nosebleed Interactive and published by Wired Productions . It was released August 11, 2022, for Microsoft Windows , Nintendo Switch , PlayStation 4 , PlayStation 5 , Xbox One , and Xbox Series X/S and October 13, 2022, for Amazon Luna and Google Stadia . The player character grows a struggling laundromat business into a thriving arcade. It received mixed to generally favorable reviews from critics. Metacritic aggregate scores range from 72 out of 100 for Windows, and 83 out of 100 for Switch.",
2024-07-18 00:00:00,2024-07-25 00:00:00,Thursday,7,,Maid of Sker,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-07-11 00:00:00,2024-07-18 00:00:00,Thursday,7,,Floppy Knights,,FFD0E0E3,11-18 July 2024,Floppy Knights,2024.0,https://ru.wikipedia.org/wiki/Floppy_Knights?action=edit&redlink=1,https://www.igromania.ru/news/140461/v-epic-games-store-nachali-besplatno-otdavat-poshagovuyu-strategiyu-floppy-knights/,,,,,,,,,,,,,,,,
2024-07-04 00:00:00,2024-07-11 00:00:00,Thursday,7,,The Falconeer: Standard Edition,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-06-27 00:00:00,2024-07-04 00:00:00,Thursday,7,,Sunless Skies: Sovereign Edition,,FFD0E0E3,27 June - 4 July 2024,Sunless Skies: Sovereign Edition,2024.0,https://ru.wikipedia.org/wiki/Sunless_Skies?action=edit&redlink=1,https://www.igromania.ru/news/139975/v-egs-stali-razdavat-rolevuyu-sunless-skies-v-stile-stimpanka-i-uzhasov-lavkrafta/,https://en.wikipedia.org/wiki/Sunless_Skies%3A_Sovereign_Edition,Failbetter Games,Failbetter Games,"Linux, macOS, Windows, 31 January 2019, Switch, PS4, Xbox One, 19 May 2021",Role-playing,Unity,,,,,,,,Single-player,"Sunless Skies is a role-playing video game developed by Failbetter Games . Partially funded by a Kickstarter campaign, the game entered early access in 2017 and released in January 2019, and has been described as a "" Gothic horror roleplay game"". Sunless Skies is a direct sequel to 2015's Sunless Sea and incorporates similar elements and setting.",
2024-06-20 00:00:00,2024-06-27 00:00:00,Thursday,7,,Freshly Frosted,,FFD0E0E3,20-27 June 2024,Freshly Frosted,2024.0,https://ru.wikipedia.org/wiki/Freshly_Frosted?action=edit&redlink=1,https://www.igromania.ru/news/139765/v-epic-games-store-nachalas-besplatnaya-razdacha-golovolomki-freshly-frosted/,,,,,,,,,,,,,,,,
2024-06-20 00:00:00,2024-06-27 00:00:00,Thursday,7,,Rumble Club - Free Game of the Week Bonus,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Cagnali's Order,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,,,,,,,,,,,,,,,,
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Dragon's Gold Cup,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,,,,,,,,,,,,,,,,
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Heavy Hitters Pack,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,,,,,,,,,,,,,,,,
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Tactical Weapon Pack,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,,,,,,,,,,,,,,,,
2024-06-13 00:00:00,2024-06-20 00:00:00,Thursday,7,pack,Idle Champions of the Forgotten Realms - Dungeon & Dragons Pack,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-06-13 00:00:00,2024-06-20 00:00:00,Thursday,7,,Redout 2,,FFD0E0E3,13-20 June 2024,Redout 2,2024.0,https://ru.wikipedia.org/wiki/Redout_2?action=edit&redlink=1,https://www.igromania.ru/news/139536/v-epic-games-store-nachali-besplatno-otdavat-gonku-redout-2/,,,,,,,,,,,,,,,,
2024-06-06 00:00:00,2024-06-13 00:00:00,Thursday,7,,Marvel’s Midnight Suns,,FFB6D7A8,6-13 June 2024,Marvel's Midnight Suns,2024.0,https://ru.wikipedia.org/wiki/Marvel’s_Midnight_Suns,https://kanobu.ru/news/v-egs-nachalas-razdacha-marvels-midnight-suns-487225/,https://en.wikipedia.org/wiki/Marvel%27s_Midnight_Suns,Firaxis Games,2K,"December 2, 2022, PS5, Windows, Xbox Series X/S, December 2, 2022, PS4, Xbox One, May 11, 2023",Tactical role-playing,Unreal Engine 4,Jake Solomon,,,,Joe Weinhoffer,,Michael Springer,Single-player,,
2024-05-30 00:00:00,2024-06-06 00:00:00,Thursday,7,,Chivalry 2,,FFB6D7A8,30 May - 6 June 2024,Chivalry 2,2024.0,https://ru.wikipedia.org/wiki/Chivalry_2,https://3dnews.ru/1105690/v-epic-games-store-startovala-razdacha-chivalry-2-razrabotchiki-ustroili-nedelyu-dvojnogo-opyta-igra-dostupna-v-rossii,https://en.wikipedia.org/wiki/Chivalry_2,Torn Banner Studios,Tripwire Interactive,"June 8, 2021",Hack and slash,Unreal Engine 4,,,,,,,,Multiplayer,"Chivalry 2 is a 2021 multiplayer hack and slash action video game developed by Torn Banner Studios and published by Tripwire Interactive . The sequel to Chivalry: Medieval Warfare (2012), the game was released on June 8, 2021, for Windows , PlayStation 4 , PlayStation 5 , Xbox One and Xbox Series X and Series S .",
2024-05-30 00:00:00,2024-06-06 00:00:00,Thursday,7,,Chivalry 2,,FFB6D7A8,31 December 2025,Chivalry 2,2025.0,https://ru.wikipedia.org/wiki/Chivalry_2,https://dtf.ru/games/4578650-chivalry-2-besplatnaya-razdacha-v-epic-games-store,https://en.wikipedia.org/wiki/Chivalry_2,Torn Banner Studios,Tripwire Interactive,"June 8, 2021",Hack and slash,Unreal Engine 4,,,,,,,,Multiplayer,"Chivalry 2 is a 2021 multiplayer hack and slash action video game developed by Torn Banner Studios and published by Tripwire Interactive . The sequel to Chivalry: Medieval Warfare (2012), the game was released on June 8, 2021, for Windows , PlayStation 4 , PlayStation 5 , Xbox One and Xbox Series X and Series S .",
2024-05-23 00:00:00,2024-05-30 00:00:00,Thursday,7,dupe2,"Warhammer 40,000: Gladius - Relics of War",Warhammer Skulls 2024 Event,FFFFF2CC,16-23 March 2023,"Warhammer 40,000: Gladius - Relics of War",2023.0,"https://ru.wikipedia.org/wiki/Warhammer_40,000:_Gladius_–_Relics_of_War",https://dtf.ru/sale/1692676-v-epic-games-store-nachalas-razdacha-strategii-warhammer-40-000-gladius-relics-of-war,https://en.wikipedia.org/wiki/Warhammer_40%2C000%3A_Gladius_-_Relics_of_War,Proxy Studios,Slitherine Software,"July 12, 2018, [, 1, ]",,,,,,,,,,,"Warhammer 40,000: Gladius – Relics of War is a turn-based strategy 4X video game developed by Proxy Studios and published by Slitherine Software for Windows and Linux on July 12, 2018. It is based on Games Workshop 's tabletop wargame Warhammer 40,000 .",
2024-05-23 00:00:00,2024-05-30 00:00:00,Thursday,7,,Farming Simulator 22,,FFB6D7A8,23-30 May 2024,Farming Simulator 22,2024.0,https://ru.wikipedia.org/wiki/Farming_Simulator_22,https://www.igromania.ru/news/138759/v-epic-games-store-nachali-besplatno-otdavat-simulyator-farming-simulator-22/,https://en.wikipedia.org/wiki/Farming_Simulator_22,"GIANTS Software, (2008–present)",,,Simulation,,,,,,,,,,,
2024-05-22 00:00:00,2024-06-13 00:00:00,Wednesday,22,pack2,Echo Starter Pack,,FFFFF2CC,,,,,,,,,,,,,,,,,,,,,
2024-05-16 00:00:00,2024-05-23 00:00:00,Thursday,7,,Dragon Age: Inquisition - Game of the Year Edition,,FFB6D7A8,16-23 May 2024,Dragon Age: Inquisition - Game of the Year Edition,2024.0,https://ru.wikipedia.org/wiki/Dragon_Age:_Inquisition,https://www.igromania.ru/news/138515/v-egs-nachali-besplatno-otdavat-dragon-age-inquisition-avtorov-mass-effect/,,,,,,,,,,,,,,,,
2024-05-09 00:00:00,2024-05-16 00:00:00,Thursday,7,,Circus Electrique,,FFD0E0E3,9-16 May 2024,Circus Electrique,2024.0,https://ru.wikipedia.org/wiki/Circus_Electrique,https://kanobu.ru/news/v-epic-games-store-startovala-razdacha-stimpankovoj-rolyovki-circus-electrique-486278/,https://en.wikipedia.org/wiki/Circus_Electrique,,,,,,,,,,,,,,"Zen Studios is a Hungarian video game developer and publisher of interactive entertainment software with headquarters in Budapest , Hungary and offices in the United States. It is known for its game franchises, Pinball FX and Zen Pinball , as well as CastleStorm , a tower defense hybrid which received the Apple Store's Editor's Choice award. The company is considered ""synonymous with licensed pinball tables,"" having produced well over a hundred tables with characters and themes from the Star Wars and Marvel universes, films like Guardians of the Galaxy , TV series like Archer , South Park , Family Guy and Bob's Burgers , and video game franchises such as Plants vs. Zombies , Portal , Street Fighter , and The Walking Dead .",
2024-05-09 00:00:00,2024-05-16 00:00:00,Thursday,7,pack,Firestone Online Idle RPG - Special Offer,"In-game content, log into game to get",FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-05-02 00:00:00,2024-05-09 00:00:00,Thursday,7,,Cat Quest 2,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-05-02 00:00:00,2024-05-09 00:00:00,Thursday,7,,Orcs Must Die! 3,,FFD0E0E3,2-9 May 2024,Orcs Must Die! 3,2024.0,https://ru.wikipedia.org/wiki/Orcs_Must_Die!_3,https://kanobu.ru/news/v-egs-startovala-razdacha-industria-i-lisa-definitive-edition-485755/,https://en.wikipedia.org/wiki/Orcs_Must_Die%21_3,Robot Entertainment,Robot Entertainment,"Stadia, July 14, 2020, Windows, ,, PS4, ,, Xbox One, ,, Xbox Series X/S, July 23, 2021, PlayStation 5, June 9, 2022",,"Unreal Engine 4, [, 1, ]",,,,,,,,,"Orcs Must Die! 3 is an action - tower defense video game developed and published by Robot Entertainment . It is the fourth installment in the Orcs Must Die! series, and the direct sequel to Orcs Must Die! 2 . It was released as a timed exclusive on Stadia on July 14, 2020, and for Windows , PlayStation 4 , Xbox One and Xbox Series X/S on July 23, 2021.",
2024-05-02 00:00:00,2024-05-09 00:00:00,Thursday,7,,Orcs Must Die! 3,,FFD0E0E3,29 December 2024,Orcs Must Die! 3,2024.0,https://ru.wikipedia.org/wiki/Orcs_Must_Die!_3,https://dtf.ru/games/3337721-orcs-must-die-3-stala-12-igroi-na-prazdnichnoi-razdache-v-egs,https://en.wikipedia.org/wiki/Orcs_Must_Die%21_3,Robot Entertainment,Robot Entertainment,"Stadia, July 14, 2020, Windows, ,, PS4, ,, Xbox One, ,, Xbox Series X/S, July 23, 2021, PlayStation 5, June 9, 2022",,"Unreal Engine 4, [, 1, ]",,,,,,,,,"Orcs Must Die! 3 is an action - tower defense video game developed and published by Robot Entertainment . It is the fourth installment in the Orcs Must Die! series, and the direct sequel to Orcs Must Die! 2 . It was released as a timed exclusive on Stadia on July 14, 2020, and for Windows , PlayStation 4 , Xbox One and Xbox Series X/S on July 23, 2021.",
2024-04-25 00:00:00,2024-05-02 00:00:00,Thursday,7,,INDUSTRIA,,FFD0E0E3,25 April - 2 May 2024,Industria,2024.0,https://ru.wikipedia.org/wiki/Industria_(игра)?action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-industria-i-lisa-definitive-edition-485755/,https://en.wikipedia.org/wiki/Industria,,,,,,,,,,,,,,Industria can refer to:,
2024-04-25 00:00:00,2024-05-02 00:00:00,Thursday,7,,LISA: The Joyful - Definitive Edition,Part of collection: LISA: Definitive Edition,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-04-25 00:00:00,2024-05-02 00:00:00,Thursday,7,,LISA: The Painful - Definitive Edition,Part of collection: LISA: Definitive Edition,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-04-18 00:00:00,2024-04-25 00:00:00,Thursday,7,,The Big Con,,FFD0E0E3,18-25 April 2024,The Big Con,2024.0,https://ru.wikipedia.org/wiki/The_Big_Con,https://kanobu.ru/news/v-egs-startovala-razdacha-the-big-con-i-town-of-salem-2-485446/,https://en.wikipedia.org/wiki/The_Big_Con,,,,,,,,,,,,,,The Big Con may refer to:,
2024-04-18 00:00:00,2024-04-25 00:00:00,Thursday,7,free,Town of Salem 2,,FFD0E0E3,,,,,,,,,,,,,,,,,,,,,
2024-04-11 00:00:00,2024-04-18 00:00:00,Thursday,7,dupe,Ghostrunner,,FFD0E0E3,31 December 2023,Ghostrunner,2023.0,https://ru.wikipedia.org/wiki/Ghostrunner,https://gamerant.com/epic-games-store-mystery-game-december-2023-ghostrunner-leaks-egs/,https://en.wikipedia.org/wiki/Ghostrunner,,,"PlayStation 4, Windows, Xbox One, 27 October 2020, Nintendo Switch, 10 November 2020, Amazon Luna, 6 April 2021, PlayStation 5, Xbox Series X/S, 28 September 2021",,"Unreal Engine 4, [, 1, ]",,,Daniel Deluxe,,,,,Single-player,"Ghostrunner is a 2020 action platform video game co-developed by One more Level and Slipgate Ironworks , produced by 3D Realms , and co-published by 505 Games and All in! Games . The game was released for PlayStation 4 , Windows and Xbox One in October 2020, and Nintendo Switch in November 2020, followed by a next gen release for PlayStation 5 and Xbox Series X/S in September 2021. A version for Amazon Luna was made available in April 2021. A story expansion, titled Ghostrunner: Project Hel , was released on 3 March 2022.","Ghostrunner received positive reviews from critics and has sold over 2.5 million units as of September 2023. A sequel, Ghostrunner 2 , released on 26 October 2023."
2024-04-11 00:00:00,2024-04-18 00:00:00,Thursday,7,dupe,Ghostrunner,,FFD0E0E3,11-18 April 2024,Ghostrunner,2024.0,https://ru.wikipedia.org/wiki/Ghostrunner,https://kanobu.ru/news/v-egs-startovala-razdacha-pervoj-chasti-ghostrunner-485154/,https://en.wikipedia.org/wiki/Ghostrunner,,,"PlayStation 4, Windows, Xbox One, 27 October 2020, Nintendo Switch, 10 November 2020, Amazon Luna, 6 April 2021, PlayStation 5, Xbox Series X/S, 28 September 2021",,"Unreal Engine 4, [, 1, ]",,,Daniel Deluxe,,,,,Single-player,"Ghostrunner is a 2020 action platform video game co-developed by One more Level and Slipgate Ironworks , produced by 3D Realms , and co-published by 505 Games and All in! Games . The game was released for PlayStation 4 , Windows and Xbox One in October 2020, and Nintendo Switch in November 2020, followed by a next gen release for PlayStation 5 and Xbox Series X/S in September 2021. A version for Amazon Luna was made available in April 2021. A story expansion, titled Ghostrunner: Project Hel , was released on 3 March 2022.","Ghostrunner received positive reviews from critics and has sold over 2.5 million units as of September 2023. A sequel, Ghostrunner 2 , released on 26 October 2023."
