2023-12-20,2023-12-21,Wednesday,1,,DNF Duel,
2023-12-13,2023-12-19,Wednesday,6,pack,Destiny 2: Legacy Collection,Destiny 2: The Witch Queen
,,,,-,,Destiny 2: Beyond Light
,,,,-,,Destiny 2: Shadowkeep
2023-12-07,2023-12-31,Thursday,24,pack2,"Warhammer 40,000: Rogue Trader - Limited Outfit Pack","Requires base game (payable), Warhammer 40,000: Rogue Trader"
2023-12-07,2023-12-13,Thursday,6,,Gigabash,
,,,,,Predecessor,
2023-12-01,2024-01-09,Friday,39,pack2,The Sims™ 4 - My First Pet Stuff,
2023-11-30,2023-12-07,Thursday,7,,Jitsu Squad,
,,,,,Mighty Fight Federation,
2023-11-23,2023-11-30,Thursday,7,,Deliver Us Mars,
2023-11-16,2023-11-23,Thursday,7,,EARTHLOCK,
,,,,,Surviving the Aftermath,
2023-11-15,2023-11-15,Wednesday,0,other,Suicide Squad: Kill the Justice League,"Fail with the preorder for a few hours, no idea if the preorder have been cancelled"
2023-11-09,2023-11-16,Thursday,7,,Golden Light,
2023-11-02,2023-11-09,Thursday,7,,Turnip Boy Commits Tax Evasion,
2023-10-26,2023-11-02,Thursday,7,,Tandem: A Tale of Shadows,
,,,,,The Evil Within 2,
2023-10-19,2023-10-26,Thursday,7,,Eternal Threads,
,,,,,The Evil Within,
2023-10-12,2023-10-19,Thursday,7,,Blazing Sails,
,,,,,Q.U.B.E. ULTIMATE BUNDLE,
2023-10-05,2023-10-12,Thursday,7,,Godlike Burger,
2023-09-28,2023-10-05,Thursday,7,,Model Builder,
,,,,,Soulstice,
2023-09-21,2023-09-28,Thursday,7,,Out of Line,
,,,,,The Forest Quartet,
2023-09-14,2023-10-13,Thursday,29,other,We Were Here Expeditions: The FriendShip,
2023-09-14,2023-09-21,Thursday,7,,911 Operator,
2023-09-07,2023-09-14,Thursday,7,,Spelldrifter,
2023-08-31,2023-09-07,Thursday,7,dupe,Cave Story+,
2023-08-24,2023-08-31,Thursday,7,,Homeworld: Deserts of Kharak,
2023-08-17,2023-08-24,Thursday,7,,Black Book,
,,,,,Dodo Peak,
2023-08-10,2023-08-17,Thursday,7,dupe,Europa Universalis IV,
,,,,,Orwell: Keeping an Eye on You,
2023-08-03,2023-08-10,Thursday,7,dupe,Bloons TD 6,
,,,,dupe,Loop Hero,
2023-07-27,2023-08-03,Thursday,7,,Homeworld Remastered Collection,
,,,,dupe,Severed Steel,
2023-07-20,2023-07-27,Thursday,7,,Murder by Numbers,
,,,,,The Elder Scrolls Online,
2023-07-13,2023-07-20,Thursday,7,,Train Valley 2,
2023-07-06,2023-07-13,Thursday,7,,GRIME,
2023-06-29,2023-07-06,Thursday,7,,The Dungeon of Naheulbeuk: The Amulet Of Chaos,
2023-06-22,2023-06-29,Thursday,7,pack,Idle Champions of the Forgotten Realms - Wulfgar's Legends of Renown Pack,
,,,,dupe,theHunter: Call of the Wild,
2023-06-15,2023-06-22,Thursday,7,,Guacamelee! Super Turbo Championship Edition,
,,,,,Guacamelee! 2,
2023-06-08,2023-06-15,Thursday,7,,PAYDAY 2,
2023-06-01,2023-06-08,Thursday,7,,Midnight Ghost Hunt,
2023-05-26,2023-06-02,Friday,7,pack2,Train Sim World 2 - LGV Méditerranée: Marseille - Avignon,
2023-05-25,2023-06-01,Thursday,7,,Fallout: New Vegas - Ultimate Edition,
2023-05-18,2023-05-25,Thursday,7,dupe,DEATH STRANDING,
2023-05-11,2023-05-18,Thursday,7,pack,The Sims 4 - The Daring Lifestyle Bundle,The Sims 4 - Fashion Street Kit
,,,,-,,The Sims 4 - Jungle Adventure Game Pack
,,,,-,,The Sims 4 - Luxury Party Stuff Pack
2023-05-04,2023-05-11,Thursday,7,,Against All Odds,
,,,,,Kao the Kangaroo,
,,,,dupe,Horizon Chase Turbo,
2023-04-27,2023-05-04,Thursday,7,,Breathedge,
,,,,,Poker Club,
2023-04-20,2023-04-27,Thursday,7,,Beyond Blue,
,,,,dupe,Never Alone (Kisima Ingitchuna),
2023-04-13,2023-04-20,Thursday,7,,MORDHAU,
,,,,dupe,Second Extinction,
2023-04-06,2023-04-13,Thursday,7,,Dying Light: Enhanced Edition,
,,,,,shapez,
2023-03-30,2023-04-06,Thursday,7,,The Silent Age,
,,,,,Tunche,
2023-03-23,2023-03-30,Thursday,7,,Chess Ultra,
,,,,pack,World of Warships — Starter Pack: Ishizuchi,
2023-03-16,2023-03-23,Thursday,7,,"Warhammer 40,000: Gladius - Relics of War",
2023-03-09,2023-03-16,Thursday,7,,Call of the Sea,
2023-03-09,2023-04-07,Thursday,29,pack2,Clash - Lone Fighter Pack,
2023-03-02,2023-03-09,Thursday,7,,Rise of Industry,
2023-02-23,2023-03-02,Thursday,7,,Duskers,
2023-02-16,2023-02-23,Thursday,7,,Warpips,
2023-02-09,2023-02-16,Thursday,7,,Recipe for Disaster,
2023-02-02,2023-02-09,Thursday,7,,City of Gangsters,
,,,,,Dishonored: Death of the Outsider,
2023-01-26,2023-02-02,Thursday,7,,Adios,
,,,,,Hell is Others,
2023-01-25,2023-02-07,Wednesday,13,pack2, The Cycle: Frontier - Fortuna Survivor,
2023-01-19,2023-01-26,Thursday,7,,Epistory - Typing Chronicles,
2023-01-12,2023-01-19,Thursday,7,free,Divine Knockout (DKO),
,,,,,First Class Trouble,
,,,,,Gamedec - Definitive Edition,
2023-01-05,2023-01-12,Thursday,7,,Kerbal Space Program,
,,,,,Shadow Tactics: Aiko's Choice,
2022-12-29,2023-01-05,Thursday,7,,Dishonored - Definitive Edition,
,,,,,Eximius: Seize the Frontline,
2022-12-28,2022-12-29,Wednesday,1,,Mortal Shell,
2022-12-27,2022-12-28,Tuesday,1,,Severed Steel,
2022-12-26,2022-12-27,Monday,1,,F.I.S.T.: Forged In Shadow Torch,
2022-12-25,2022-12-26,Sunday,1,,DEATH STRANDING,
2022-12-25,2022-12-25,Sunday,0,other,DEATH STRANDING Director's Cut,"Fail for a few hours, the game is still on the accounts"
