FROM,TO,DAY,DAYS,TYPE,Title_gsheets,NOTES,COLOR_CATEGORY,Date,Title_wiki,Year,Game Wiki Link,Source Links,Original_Title,HLTB_Found,HLTB_Game_Name,HLTB_Main_Story,HLTB_Main_Extra,HLTB_Completionist,HLTB_All_Styles,HLTB_Review_Score,HLTB_Platforms,HLTB_Release_World,HLTB_Similarity,HLTB_Match_Score,HLTB_Query_Used
2023-05-04 00:00:00,2023-05-11 00:00:00,Thursday,7,,Kao the Kangaroo,,FFD0E0E3,,,,,,Kao the Kangaroo,True,Kao the Kangaroo,5.6,7.73,11.37,7.8,63.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,Kao the Kangaroo
2023-05-04 00:00:00,2023-05-11 00:00:00,Thursday,7,dupe,Horizon Chase Turbo,,FFD0E0E3,24 June - 1 July 2021,Horizon Chase Turbo,2021.0,https://ru.wikipedia.org/w/index.php?title=Horizon_Chase&action=edit&redlink=1,https://www.igromania.ru/news/106280/V_Epic_Games_Store_besplatno_otdayut_Sonic_Mania_i_Horizon_Chase_Turbo.html,Horizon Chase Turbo,True,Horizon Chase Turbo,10.21,15.33,32.7,15.16,77.0,"Amazon Luna, Nintendo Switch, PC, PlayStation 4, PlayStation Vita, Xbox One",2018.0,1.0,1.0,Horizon Chase Turbo
2023-05-04 00:00:00,2023-05-11 00:00:00,Thursday,7,dupe,Horizon Chase Turbo,,FFD0E0E3,16 December 2022,Horizon Chase Turbo,2022.0,https://ru.wikipedia.org/w/index.php?title=Horizon_Chase_Turbo&action=edit&redlink=1,https://ixbt.games/news/2022/12/16/v-epic-games-store-nacalas-besplatnaya-razdaca-horizon-chase-turbo-kotoraya-prodlitsya-lis-sutki.html,Horizon Chase Turbo,True,Horizon Chase Turbo,10.21,15.33,32.7,15.16,77.0,"Amazon Luna, Nintendo Switch, PC, PlayStation 4, PlayStation Vita, Xbox One",2018.0,1.0,1.0,Horizon Chase Turbo
2023-04-27 00:00:00,2023-05-04 00:00:00,Thursday,7,,Breathedge,,FFD0E0E3,27 April - 4 May 2023,Breathedge,2023.0,https://ru.wikipedia.org/w/index.php?title=Breathedge&action=edit&redlink=1,https://www.igromania.ru/news/125819/V_Epic_Games_Store_besplatno_razdayut_kosmicheskuyu_Breathedge_i_Poker_Club.html,Breathedge,True,Breathedge,16.31,24.56,33.34,23.92,65.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,Breathedge
2023-04-27 00:00:00,2023-05-04 00:00:00,Thursday,7,,Poker Club,,FFD0E0E3,,,,,,Poker Club,True,Poker Club,1.5,0.0,0.0,1.5,41.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2020.0,1.0,1.0,Poker Club
2023-04-20 00:00:00,2023-04-27 00:00:00,Thursday,7,,Beyond Blue,,FFD0E0E3,20-27 April 2023,Beyond Blue,2023.0,https://ru.wikipedia.org/w/index.php?title=Beyond_Blue&action=edit&redlink=1,https://dtf.ru/sale/1681127-v-epic-games-store-nachalas-razdacha-beyond-blue-i-never-alone,Beyond Blue,True,Beyond Blue,2.64,3.97,5.41,3.81,68.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2020.0,1.0,1.0,Beyond Blue
2023-04-20 00:00:00,2023-04-27 00:00:00,Thursday,7,,Beyond Blue,,FFD0E0E3,6-13 February 2025,Beyond Blue,2025.0,https://ru.wikipedia.org/w/index.php?title=Beyond_Blue&action=edit&redlink=1,https://www.igromania.ru/news/147343/v-epic-games-store-stali-besplatno-otdavat-morskoe-priklyuchenie-beyond-blue/,Beyond Blue,True,Beyond Blue,2.64,3.97,5.41,3.81,68.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2020.0,1.0,1.0,Beyond Blue
2023-04-20 00:00:00,2023-04-27 00:00:00,Thursday,7,dupe,Never Alone (Kisima Ingitchuna),,FFD0E0E3,,,,,,Never Alone (Kisima Ingitchuna),False,,,,,,,,,,,
2023-04-13 00:00:00,2023-04-20 00:00:00,Thursday,7,,MORDHAU,,FFD0E0E3,13-20 April 2023,Mordhau,2023.0,https://ru.wikipedia.org/wiki/Mordhau,https://3dnews.ru/1085039/v-epic-games-store-nachalas-razdacha-mordhau-i-second-extinction-no-v-rossii-dostupna-tolko-odna-iz-nikh,MORDHAU,True,MORDHAU,15.79,71.88,175.86,129.7,70.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2019.0,1.0,1.0,MORDHAU
2023-04-13 00:00:00,2023-04-20 00:00:00,Thursday,7,dupe,Second Extinction,,FFD0E0E3,21 December 2021,Second Extinction,2021.0,https://ru.wikipedia.org/w/index.php?title=Second_Extinction&action=edit&redlink=1,https://dtf.ru/sale/1001090-v-epic-games-store-nachalas-razdacha-second-extinction-kooperativnogo-shutera-pro-voynu-s-dinozavrami,Second Extinction,True,Second Extinction,7.36,7.97,16.78,9.1,50.0,"PC, Xbox One",2020.0,1.0,1.0,Second Extinction
2023-04-06 00:00:00,2023-04-13 00:00:00,Thursday,7,,Dying Light: Enhanced Edition,,FFD0E0E3,6-13 April 2023,Dying Light: Enhanced Edition,2023.0,https://ru.wikipedia.org/wiki/Dying_Light,https://www.igromania.ru/news/125081/V_Epic_Games_Store_besplatno_razdayut_Dying_Light_Enhanced_Edition.html,Dying Light: Enhanced Edition,True,Dying Light,18.12,36.4,64.25,31.5,79.0,"Linux, Mac, PC, PlayStation 4, Xbox One",2015.0,1.0,0.99,Dying Light
2023-04-06 00:00:00,2023-04-13 00:00:00,Thursday,7,,shapez,,FFD0E0E3,,,,,,shapez,True,shapez.io,26.61,40.77,45.02,34.8,72.0,"Browser, Mobile, PC",2020.0,1.0,0.95,shapez
2023-03-30 00:00:00,2023-04-06 00:00:00,Thursday,7,,The Silent Age,,FFD0E0E3,,,,,,The Silent Age,True,The Silent Age,3.32,3.59,3.71,3.53,70.0,"Mobile, PC",2012.0,1.0,1.0,The Silent Age
2023-03-30 00:00:00,2023-04-06 00:00:00,Thursday,7,,Tunche,,FFD0E0E3,30 March - 6 April 2023,Tunche,2023.0,https://ru.wikipedia.org/w/index.php?title=Tunche&action=edit&redlink=1,https://3dnews.ru/1084261/insayder-raskryl-kakaya-krupnaya-igra-popadyot-v-besplatnuyu-razdachu-epic-games-store-na-sleduyuschey-nedele,Tunche,True,Tunche,7.79,10.78,14.93,8.37,59.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2021.0,1.0,1.0,Tunche
2023-03-23 00:00:00,2023-03-30 00:00:00,Thursday,7,,Chess Ultra,,FFD0E0E3,23-30 March 2023,Chess Ultra,2023.0,https://ru.wikipedia.org/wiki/Chess_Ultra,https://www.igromania.ru/news/124597/V_Epic_Games_Store_besplatno_razdayut_shahmaty_Chess_Ultra.html,Chess Ultra,True,Chess Ultra,1.96,5.0,8.52,2.94,55.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,Chess Ultra
2023-03-23 00:00:00,2023-03-30 00:00:00,Thursday,7,pack,World of Warships — Starter Pack: Ishizuchi,,FFD0E0E3,,,,,,World of Warships — Starter Pack: Ishizuchi,False,,,,,,,,,,,
2023-03-16 00:00:00,2023-03-23 00:00:00,Thursday,7,,"Warhammer 40,000: Gladius - Relics of War",,FFD0E0E3,16-23 March 2023,"Warhammer 40,000: Gladius - Relics of War",2023.0,"https://ru.wikipedia.org/wiki/Warhammer_40,000:_Gladius_%E2%80%93_Relics_of_War",https://dtf.ru/sale/1692676-v-epic-games-store-nachalas-razdacha-strategii-warhammer-40-000-gladius-relics-of-war,"Warhammer 40,000: Gladius - Relics of War",True,"Warhammer 40,000: Gladius - Relics of War",11.04,24.5,51.95,14.94,66.0,"Linux, PC",2018.0,1.0,1.0,"Warhammer 40,000: Gladius - Relics of War"
2023-03-09 00:00:00,2023-03-16 00:00:00,Thursday,7,,Call of the Sea,,FFD0E0E3,9-16 March 2023,Call of the Sea,2023.0,https://ru.wikipedia.org/wiki/Call_of_the_Sea,https://kanobu.ru/news/v-egs-startovala-razdacha-call-of-the-sea-464634/,Call of the Sea,True,Call of the Sea,5.65,6.22,7.36,6.21,74.0,"Meta Quest, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2020.0,1.0,1.0,Call of the Sea
2023-03-09 00:00:00,2023-04-07 00:00:00,Thursday,29,pack2,Clash - Lone Fighter Pack,,FFFFF2CC,,,,,,Clash - Lone Fighter Pack,False,,,,,,,,,,,
2023-03-02 00:00:00,2023-03-09 00:00:00,Thursday,7,,Rise of Industry,,FFD0E0E3,2-9 March 2023,Rise of Industry,2023.0,https://ru.wikipedia.org/wiki/Rise_of_Industry,https://www.igromania.ru/news/123892/V_Epic_Games_Store_besplatno_razdayut_yekonomicheskuyu_strategiyu_Rise_of_Industry.html,Rise of Industry,True,Rise of Industry,18.93,48.13,54.51,32.2,64.0,PC,2018.0,1.0,1.0,Rise of Industry
2023-02-23 00:00:00,2023-03-02 00:00:00,Thursday,7,,Duskers,,FFD0E0E3,23 February - 2 March 2023,Duskers,2023.0,https://ru.wikipedia.org/w/index.php?title=Duskers&action=edit&redlink=1,https://www.igromania.ru/news/123677/V_Epic_Games_Store_besplatno_otdayut_kosmicheskiy_rogalik_Duskers.html,Duskers,True,Duskers,8.99,18.41,0.0,14.7,67.0,PC,2015.0,1.0,1.0,Duskers
2023-02-16 00:00:00,2023-02-23 00:00:00,Thursday,7,,Warpips,,FFD0E0E3,16-23 February 2023,Warpips,2023.0,https://ru.wikipedia.org/w/index.php?title=Warpips&action=edit&redlink=1,https://www.igromania.ru/news/123476/V_EGS_besplatno_razdayut_voennuyu_strategiyu_Warpips.html,Warpips,True,Warpips,6.85,10.43,12.39,7.83,65.0,PC,2021.0,1.0,1.0,Warpips
2023-02-09 00:00:00,2023-02-16 00:00:00,Thursday,7,,Recipe for Disaster,,FFD0E0E3,9-16 February 2023,Recipe for Disaster,2023.0,https://ru.wikipedia.org/w/index.php?title=Recipe_for_Disaster&action=edit&redlink=1,https://www.igromania.ru/news/123244/V_EGS_besplatno_razdayut_simulyator_upravleniya_restoranom_Recipe_for_Disaster.html,Recipe for Disaster,True,Recipe for Disaster,15.72,19.88,23.92,21.25,63.0,PC,2021.0,1.0,1.0,Recipe for Disaster
2023-02-02 00:00:00,2023-02-09 00:00:00,Thursday,7,,City of Gangsters,,FFD0E0E3,,,,,,City of Gangsters,True,City of Gangsters,35.63,0.0,0.0,35.63,52.0,PC,2021.0,1.0,1.0,City of Gangsters
2023-02-02 00:00:00,2023-02-09 00:00:00,Thursday,7,,Dishonored: Death of the Outsider,,FFD0E0E3,2-9 February 2023,Dishonored: Death of the Outsider,2023.0,https://ru.wikipedia.org/wiki/Dishonored:_Death_of_the_Outsider,https://www.igromania.ru/news/123004/V_Epic_Games_Store_mozhno_besplatno_zabrat_Dishonored_Death_of_the_Outsider.html,Dishonored: Death of the Outsider,True,Dishonored: Death of the Outsider,6.56,11.6,17.97,10.63,76.0,"PC, PlayStation 4, Xbox One",2017.0,1.0,1.0,Dishonored: Death of the Outsider
2023-01-26 00:00:00,2023-02-02 00:00:00,Thursday,7,,Adios,,FFD0E0E3,26 January - 2 February 2023,Adios,2023.0,https://ru.wikipedia.org/w/index.php?title=Adios_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://kanobu.ru/news/v-egs-razdayut-adios-i-hell-is-others-462526/,Adios,True,Adios,1.32,1.49,2.02,1.47,60.0,"Nintendo Switch, PC, Xbox One",2021.0,1.0,1.0,Adios
2023-01-26 00:00:00,2023-02-02 00:00:00,Thursday,7,,Hell is Others,,FFD0E0E3,,,,,,Hell is Others,True,Hell is Others,39.39,40.19,0.0,39.67,52.0,PC,2022.0,1.0,1.0,Hell is Others
2023-01-25 00:00:00,2023-02-07 00:00:00,Wednesday,13,pack2,The Cycle: Frontier - Fortuna Survivor,,FFFFF2CC,,,,,,The Cycle: Frontier - Fortuna Survivor,False,,,,,,,,,,,
2023-01-19 00:00:00,2023-01-26 00:00:00,Thursday,7,,Epistory - Typing Chronicles,,FFD0E0E3,19-26 January 2023,Epistory - Typing Chronicles,2023.0,https://ru.wikipedia.org/w/index.php?title=Epistory_%E2%80%94_Typing_Chronicles&action=edit&redlink=1,https://stopgame.ru/newsdata/56669/v_egs_razdayut_epistory_priklyuchenie_o_pechatanii_slov,Epistory - Typing Chronicles,False,,,,,,,,,,,
2023-01-12 00:00:00,2023-01-19 00:00:00,Thursday,7,free,Divine Knockout (DKO),,FFD0E0E3,,,,,,Divine Knockout (DKO),False,,,,,,,,,,,
2023-01-12 00:00:00,2023-01-19 00:00:00,Thursday,7,,First Class Trouble,,FFD0E0E3,12-19 January 2023,First Class Trouble,2023.0,https://ru.wikipedia.org/w/index.php?title=First_Class_Trouble&action=edit&redlink=1,https://stopgame.ru/newsdata/56571/v_egs_daryat_tri_igry_first_class_trouble_gamedec_i_divine_knockout,First Class Trouble,True,First Class Trouble,0.64,0.0,25.01,13.64,62.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5",2021.0,1.0,1.0,First Class Trouble
2023-01-12 00:00:00,2023-01-19 00:00:00,Thursday,7,,Gamedec - Definitive Edition,,FFD0E0E3,,,,,,Gamedec - Definitive Edition,True,Gamedec,10.47,15.02,19.77,13.01,69.0,"Nintendo Switch, PC",2021.0,1.0,0.99,Gamedec
2023-01-05 00:00:00,2023-01-12 00:00:00,Thursday,7,,Kerbal Space Program,,FFD0E0E3,,,,,,Kerbal Space Program,True,Kerbal Space Program,113.03,233.5,601.66,244.84,80.0,"Linux, Mac, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2015.0,1.0,1.0,Kerbal Space Program
2023-01-05 00:00:00,2023-01-12 00:00:00,Thursday,7,,Shadow Tactics: Aiko's Choice,,FFD0E0E3,5-12 January 2023,Shadow Tactics: Aiko's Choice,2023.0,https://ru.wikipedia.org/w/index.php?title=Shadow_Tactics:_Aiko%E2%80%99s_Choice&action=edit&redlink=1,https://www.gry-online.pl/newsroom/kerbal-space-program-i-shadow-tactics-aikos-choice-za-darmo-w-egs/z123c4e,Shadow Tactics: Aiko's Choice,True,Shadow Tactics: Blades of the Shogun - Aiko's Choice,7.26,10.14,13.75,8.77,82.0,"Linux, Nintendo Switch 2, PC, PlayStation 5, Xbox Series X/S",2021.0,0.7160493827160493,0.94,Shadow Tactics: Aiko's Choice
2022-12-29 00:00:00,2023-01-05 00:00:00,Thursday,7,,Dishonored - Definitive Edition,,FFB6D7A8,29 December - 5 January 2023,Dishonored: Definitive Edition,2022.0,https://ru.wikipedia.org/wiki/Dishonored,https://www.igromania.ru/news/122050/V_EGS_besplatno_razdayut_Dishonored_i_Eximius_Seize_the_Frontline.html,Dishonored - Definitive Edition,True,Dishonored: Definitive Edition,12.15,22.03,46.74,19.77,84.0,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2013.0,0.5,1.0,Dishonored
2022-12-29 00:00:00,2023-01-05 00:00:00,Thursday,7,,Eximius: Seize the Frontline,,FFB6D7A8,,,,,,Eximius: Seize the Frontline,True,Eximius: Seize the Frontline,13.62,0.0,0.0,13.62,53.0,PC,2018.0,1.0,1.0,Eximius: Seize the Frontline
2022-12-28 00:00:00,2022-12-29 00:00:00,Wednesday,1,,Mortal Shell,,FFB6D7A8,28 December 2022,Mortal Shell,2022.0,https://ru.wikipedia.org/wiki/Mortal_Shell,https://www.igromania.ru/news/122012/Mortal_Shell_stala_ocherednoy_besplatnoy_igroy_v_EGS.html,Mortal Shell,True,Mortal Shell,10.62,14.17,22.98,13.18,67.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2020.0,1.0,1.0,Mortal Shell
2022-12-28 00:00:00,2022-12-29 00:00:00,Wednesday,1,,Mortal Shell,,FFB6D7A8,13-20 March 2025,Mortal Shell,2025.0,https://ru.wikipedia.org/wiki/Mortal_Shell,https://www.igromania.ru/news/148704/v-epic-games-store-stali-besplatno-otdavat-ekshen-mortal-shell-v-duhe-dark-souls/,Mortal Shell,True,Mortal Shell,10.62,14.17,22.98,13.18,67.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2020.0,1.0,1.0,Mortal Shell
2022-12-27 00:00:00,2022-12-28 00:00:00,Tuesday,1,,Severed Steel,,FFB6D7A8,27 December 2022,Severed Steel,2022.0,https://ru.wikipedia.org/w/index.php?title=Severed_Steel&action=edit&redlink=1,https://www.igromania.ru/news/121973/Shuter_Severed_Steel_besplatno_razdayut_v_Epic_Games_Store.html,Severed Steel,True,Severed Steel,3.03,6.25,21.52,3.89,77.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,Severed Steel
2022-12-26 00:00:00,2022-12-27 00:00:00,Monday,1,,F.I.S.T.: Forged In Shadow Torch,,FFB6D7A8,26 December 2022,F.I.S.T.: Forged In Shadow Torch,2022.0,https://ru.wikipedia.org/w/index.php?title=F.I.S.T.:_Forged_In_Shadow_Torch&action=edit&redlink=1,https://www.igromania.ru/news/121937/F.I.S.T._Forged_In_Shadow_Torch_stala_ocherednoy_besplatnoy_igroy_v_EGS.html,F.I.S.T.: Forged In Shadow Torch,True,F.I.S.T.: Forged In Shadow Torch,12.47,16.67,20.27,16.74,75.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X/S",2021.0,1.0,1.0,F.I.S.T.: Forged In Shadow Torch
2022-12-26 00:00:00,2022-12-27 00:00:00,Monday,1,,F.I.S.T.: Forged In Shadow Torch,,FFB6D7A8,2-9 November 2023,F.I.S.T.: Forged In Shadow Torch,2023.0,https://ru.wikipedia.org/w/index.php?title=F.I.S.T.:_Forged_In_Shadow_Torch&action=edit&redlink=1,https://ixbt.games/news/2023/11/02/v-epic-games-store-razdayut-igru-o-repke-s-problemami-s-nalogovoi-turnip-boy-commits-tax-evasion.html,F.I.S.T.: Forged In Shadow Torch,True,F.I.S.T.: Forged In Shadow Torch,12.47,16.67,20.27,16.74,75.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X/S",2021.0,1.0,1.0,F.I.S.T.: Forged In Shadow Torch
2022-12-26 00:00:00,2022-12-27 00:00:00,Monday,1,,F.I.S.T.: Forged In Shadow Torch,,FFB6D7A8,25 July - 1 August 2024,F.I.S.T.: Forged In Shadow Torch,2024.0,https://ru.wikipedia.org/w/index.php?title=F.I.S.T.:_Forged_In_Shadow_Torch&action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-fist-forged-in-shadow-torch-488833/,F.I.S.T.: Forged In Shadow Torch,True,F.I.S.T.: Forged In Shadow Torch,12.47,16.67,20.27,16.74,75.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X/S",2021.0,1.0,1.0,F.I.S.T.: Forged In Shadow Torch
2022-12-25 00:00:00,2022-12-26 00:00:00,Sunday,1,,DEATH STRANDING,,FFB6D7A8,25 December 2022,Death Stranding,2022.0,https://ru.wikipedia.org/wiki/Death_Stranding,https://www.igromania.ru/news/121897/V_Epic_Games_Store_besplatno_otdayut_Death_Stranding.html,DEATH STRANDING,True,Death Stranding,40.5,60.04,112.8,57.71,85.0,"PC, PlayStation 4",2019.0,1.0,1.0,DEATH STRANDING
2022-12-25 00:00:00,2022-12-26 00:00:00,Sunday,1,,DEATH STRANDING,,FFB6D7A8,18-25 May 2023,Death Stranding,2023.0,https://ru.wikipedia.org/wiki/Death_Stranding,https://www.igromania.ru/news/126480/V_Epic_Games_Store_besplatno_razdayut_Death_Stranding.html,DEATH STRANDING,True,Death Stranding,40.5,60.04,112.8,57.71,85.0,"PC, PlayStation 4",2019.0,1.0,1.0,DEATH STRANDING
2022-12-25 00:00:00,2022-12-25 00:00:00,Sunday,0,other,DEATH STRANDING Director's Cut,"Fail for a few hours, the game is still on the accounts",FFFFF2CC,,,,,,DEATH STRANDING Director's Cut,True,Death Stranding: Director's Cut,38.15,59.15,111.21,58.95,86.0,"Amazon Luna, Mobile, PC, PlayStation 5, Xbox Series X/S",2021.0,0.9836065573770492,1.0,DEATH STRANDING Director's Cut
2022-12-24 00:00:00,2022-12-25 00:00:00,Saturday,1,dupe,Metro: Last Light Redux,,FFB6D7A8,24 December 2022,Metro: Last Light Redux,2022.0,https://ru.wikipedia.org/wiki/Metro_Redux,https://www.igromania.ru/news/121885/Metro_Last_Light_Redux_otdayut_v_Epic_Games_Store_no_ne_vsem.html,Metro: Last Light Redux,True,Metro: Last Light Redux,9.78,13.51,27.7,11.97,80.0,"Google Stadia, Linux, Mac, Nintendo Switch, PC, PlayStation 4, Xbox One",2014.0,1.0,1.0,Metro: Last Light Redux
2022-12-23 00:00:00,2022-12-24 00:00:00,Friday,1,,Encased: A Sci-Fi Post-Apocalyptic RPG,,FFB6D7A8,,,,,,Encased: A Sci-Fi Post-Apocalyptic RPG,True,Encased: A Sci-Fi Post-Apocalyptic RPG,28.01,38.52,70.71,40.68,67.0,"Linux, PC",2021.0,1.0,1.0,Encased: A Sci-Fi Post-Apocalyptic RPG
2022-12-22 00:00:00,2022-12-23 00:00:00,Thursday,1,,Fallout® Classic Collection,Fallout: A Post Nuclear Role Playing Game,FFB6D7A8,29 August - 5 September 2024,Fallout Classic Collection,2024.0,https://ru.wikipedia.org/wiki/Fallout_(%D0%B8%D0%B3%D1%80%D0%B0),https://www.igromania.ru/news/142068/v-epic-games-store-nachali-otdavat-nabor-fallout-i-simulyator-wild-card-football/,Fallout® Classic Collection,False,,,,,,,,,,,
2022-12-22 00:00:00,2022-12-23 00:00:00,Thursday,1,,Fallout 2: A Post Nuclear Role Playing Game,Fallout 2: A Post Nuclear Role Playing Game,FFB6D7A8,,,,,,Fallout 2: A Post Nuclear Role Playing Game,False,,,,,,,,,,,
2022-12-22 00:00:00,2022-12-23 00:00:00,Thursday,1,,Fallout Tactics: Brotherhood of Steel,Fallout Tactics: Brotherhood of Steel,FFB6D7A8,29 August - 5 September 2024,Fallout Tactics: Brotherhood of Steel,2024.0,https://ru.wikipedia.org/wiki/Fallout_(%D0%B8%D0%B3%D1%80%D0%B0),https://www.igromania.ru/news/142068/v-epic-games-store-nachali-otdavat-nabor-fallout-i-simulyator-wild-card-football/,Fallout Tactics: Brotherhood of Steel,True,Fallout Tactics: Brotherhood of Steel,25.57,45.64,49.23,40.86,63.0,PC,2001.0,1.0,1.0,Fallout Tactics: Brotherhood of Steel
2022-12-21 00:00:00,2022-12-22 00:00:00,Wednesday,1,,LEGO Builder's Journey,,FFB6D7A8,21 December 2022,Lego Builder's Journey,2022.0,https://ru.wikipedia.org/wiki/Lego_Builder%E2%80%99s_Journey,https://kanobu.ru/news/v-epic-games-store-nachalas-besplatnaya-razdacha-lego-builders-journey-461053/,LEGO Builder's Journey,True,LEGO Builder's Journey,2.39,2.53,2.58,2.49,68.0,"Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,LEGO Builder's Journey
2022-12-20 00:00:00,2022-12-21 00:00:00,Tuesday,1,dupe,Wolfenstein: The New Order,,FFB6D7A8,2-9 June 2022,Wolfenstein: The New Order,2022.0,https://ru.wikipedia.org/wiki/Wolfenstein:_The_New_Order,https://www.vg247.com/wolfenstein-the-new-order-epic-games-store-freebie,Wolfenstein: The New Order,True,Wolfenstein: The New Order,11.36,15.33,24.33,13.6,79.0,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2014.0,1.0,1.0,Wolfenstein: The New Order
2022-12-20 00:00:00,2022-12-21 00:00:00,Tuesday,1,dupe,Wolfenstein: The New Order,,FFB6D7A8,20 December 2022,Wolfenstein: The New Order,2022.0,https://ru.wikipedia.org/wiki/Wolfenstein:_The_New_Order,https://ixbt.games/news/2022/12/20/v-epic-games-store-nacalas-besplatnaya-razdaca-wolfenstein-the-new-order-no-polzovatelyam-iz-rossii-.html,Wolfenstein: The New Order,True,Wolfenstein: The New Order,11.36,15.33,24.33,13.6,79.0,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2014.0,1.0,1.0,Wolfenstein: The New Order
2022-12-19 00:00:00,2022-12-20 00:00:00,Monday,1,,Them's Fightin' Herds,,FFB6D7A8,19 December 2022,Them's Fightin' Herds,2022.0,https://ru.wikipedia.org/w/index.php?title=Them%E2%80%99s_Fightin%E2%80%99_Herds&action=edit&redlink=1,https://ixbt.games/news/2022/12/19/v-epic-games-store-nacalas-besplatnaya-razdaca-faitinga-s-poni-thems-fightin-herds-kotoraya-prodlits.html,Them's Fightin' Herds,True,Them's Fightin' Herds,4.25,5.09,0.0,4.31,57.0,"Linux, Mac, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2018.0,1.0,1.0,Them's Fightin' Herds
2022-12-19 00:00:00,2022-12-20 00:00:00,Monday,1,,Them's Fightin' Herds,,FFB6D7A8,6-13 March 2025,Them's Fightin' Herds,2025.0,https://ru.wikipedia.org/w/index.php?title=Them%E2%80%99s_Fightin%E2%80%99_Herds&action=edit&redlink=1,https://dtf.ru/games/3618563-v-epic-games-store-nachalas-razdacha-thems-fightin-herds-dvuhmernogo-faitinga-so-zvermi,Them's Fightin' Herds,True,Them's Fightin' Herds,4.25,5.09,0.0,4.31,57.0,"Linux, Mac, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2018.0,1.0,1.0,Them's Fightin' Herds
2022-12-18 00:00:00,2022-12-19 00:00:00,Sunday,1,,Sable,,FFB6D7A8,18 December 2022,Sable,2022.0,https://ru.wikipedia.org/wiki/Sable,https://dtf.ru/sale/1513412-v-epic-games-store-startovala-razdacha-sable-krasochnoy-advenchury-ob-issledovanii-pustynnoy-planety,Sable,True,Sable,7.42,14.15,20.78,15.3,67.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,Sable
2022-12-18 00:00:00,2022-12-19 00:00:00,Sunday,1,,Sable,,FFB6D7A8,26 June - 3 July 2025,Sable,2025.0,https://ru.wikipedia.org/wiki/Sable,https://kanobu.ru/news/egs-razdayot-priklyuchencheskuyu-igru-sable-502266/,Sable,True,Sable,7.42,14.15,20.78,15.3,67.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,Sable
2022-12-17 00:00:00,2022-12-18 00:00:00,Saturday,1,dupe,Costume Quest 2,,FFB6D7A8,22-29 October 2020,Costume Quest 2,2020.0,https://ru.wikipedia.org/w/index.php?title=Costume_Quest_2&action=edit&redlink=1,https://www.igromania.ru/news/99103/V_magazine_Epic_Games_besplatno_otdayut_Costume_Quest_2_i_Layers_of_Fear_2.html,Costume Quest 2,True,Costume Quest 2,6.75,7.89,9.53,8.23,71.0,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One",2014.0,1.0,1.0,Costume Quest 2
2022-12-17 00:00:00,2022-12-18 00:00:00,Saturday,1,dupe,Costume Quest 2,,FFB6D7A8,17 December 2022,Costume Quest 2,2022.0,https://ru.wikipedia.org/w/index.php?title=Costume_Quest_2&action=edit&redlink=1,https://gamerant.com/epic-games-store-free-mystery-december-2022-costume-quest-2/,Costume Quest 2,True,Costume Quest 2,6.75,7.89,9.53,8.23,71.0,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One",2014.0,1.0,1.0,Costume Quest 2
