FROM,TO,DAY,DAYS,TYPE,Title_gsheets,NOTES,COLOR_CATEGORY,Date,Title_wiki,Year,Game Wiki Link,Source Links,Original_Title,HLTB_Found,HLTB_Game_Name,HLTB_Main_Story,HLTB_Main_Extra,HLTB_Completionist,HLTB_All_Styles,HLTB_Review_Score,HLTB_Platforms,HLTB_Release_World,HLTB_Similarity,HLTB_Match_Score,HLTB_Query_Used
2024-12-24 00:00:00,2024-12-25 00:00:00,Tuesday,1,,Dredge,,FFB6D7A8,24 December 2024,Dredge,2024.0,https://ru.wikipedia.org/wiki/Dredge,https://dtf.ru/games/3318580-v-epic-games-store-startovala-razdacha-dredge,Dredge,True,Dredge,9.69,12.78,20.43,13.74,81.0,"Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2023.0,1.0,1.0,Dredge
2024-12-23 00:00:00,2024-12-24 00:00:00,Monday,1,pack,Dark and Darker - Legendary Status,,FFB6D7A8,,,,,,Dark and Darker - Legendary Status,False,,,,,,,,,,,
2024-12-22 00:00:00,2024-12-23 00:00:00,Sunday,1,,Wizard of Legend,,FFB6D7A8,22 December 2024,Wizard of Legend,2024.0,https://ru.wikipedia.org/w/index.php?title=Wizard_of_Legend&action=edit&redlink=1,https://kanobu.ru/news/v-egs-besplatno-razdayut-indi-rogalik-wizard-of-legend-s-generatsiej-podzemelij-i-monstrov-494794/,Wizard of Legend,True,Wizard of Legend,8.62,16.25,26.41,17.55,72.0,"Linux, Mac, Nintendo Switch, PC, PlayStation 4, Xbox One",2018.0,1.0,1.0,Wizard of Legend
2024-12-21 00:00:00,2024-12-22 00:00:00,Saturday,1,,TerraTech,,FFB6D7A8,21 December 2024,TerraTech,2024.0,https://ru.wikipedia.org/w/index.php?title=TerraTech&action=edit&redlink=1,https://www.igromania.ru/news/145831/stroitelnaya-pesochnitsa-terratech-stala-besplatnoj-v-egs/,TerraTech,True,TerraTech,24.31,29.0,52.5,36.22,65.0,PC,2015.0,1.0,1.0,TerraTech
2024-12-20 00:00:00,2024-12-21 00:00:00,Friday,1,,Astrea: Six Sided Oracles,,FFB6D7A8,,,,,,Astrea: Six Sided Oracles,True,Astrea: Six-Sided Oracles,12.41,21.54,49.78,15.81,80.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2023.0,0.96,1.0,Astrea: Six Sided Oracles
2024-12-20 00:00:00,2025-01-03 00:00:00,Friday,14,pack2,Train Sim World® 5: Sherman Hill: Cheyenne - Laramie,Requires base game (payable): Train Sim World® 5,FFFFF2CC,,,,,,Train Sim World® 5: Sherman Hill: Cheyenne - Laramie,False,,,,,,,,,,,
2024-12-19 00:00:00,2024-12-20 00:00:00,Thursday,1,,Vampire Survivors,,FFB6D7A8,19 December 2024,Vampire Survivors,2024.0,https://ru.wikipedia.org/wiki/Vampire_Survivors,https://dtf.ru/games/3301554-v-egs-startovala-razdacha-vampire-survivors,Vampire Survivors,True,Vampire Survivors,14.92,28.01,52.68,35.64,82.0,"Mac, Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,Vampire Survivors
2024-12-12 00:00:00,2024-12-19 00:00:00,Thursday,7,,The Lord of the Rings™: Return to Moria™,,FFB6D7A8,12-19 December 2024,The Lord of the Rings: Return to Moria,2024.0,https://ru.wikipedia.org/wiki/The_Lord_of_the_Rings:_Return_to_Moria,https://gamemag.ru/news/191736/egs-holiday-sale-2024,The Lord of the Rings™: Return to Moria™,False,,,,,,,,,,,
2024-12-05 00:00:00,2024-12-12 00:00:00,Thursday,7,,Bus Simulator 21 Next Stop,,FFD0E0E3,,,,,,Bus Simulator 21 Next Stop,True,Bus Simulator 21,25.22,26.0,51.5,43.46,56.0,"PC, PlayStation 4, Xbox One",2021.0,0.981132075471698,0.9,Bus Simulator 21 Next Stop
2024-12-05 00:00:00,2024-12-12 00:00:00,Thursday,7,,LEGO® Star Wars™: The Skywalker Saga,,FFD0E0E3,5-12 December 2024,Lego Star Wars: The Skywalker Saga,2024.0,https://ru.wikipedia.org/wiki/Lego_Star_Wars:_The_Skywalker_Saga,https://ixbt.games/news/2024/12/06/v-egs-razdayut-sankcionnyi-simulyator-no-rossiyanam-po-preznemu-ne-daryat-igru-po-star-wars-sleduyus.html,LEGO® Star Wars™: The Skywalker Saga,False,,,,,,,,,,,
2024-12-05 00:00:00,2024-12-12 00:00:00,Thursday,7,,LEGO® Star Wars™: The Skywalker Saga,,FFD0E0E3,4 May 2025,Lego Star Wars: The Skywalker Saga,2025.0,https://ru.wikipedia.org/wiki/Lego_Star_Wars:_The_Skywalker_Saga,https://dtf.ru/games/3746266-lego-star-wars-skywalker-saga-besplatno-egs,LEGO® Star Wars™: The Skywalker Saga,False,,,,,,,,,,,
2024-11-28 00:00:00,2024-12-05 00:00:00,Thursday,7,,Brotato,,FFD0E0E3,28 November - 5 December 2024,Brotato,2024.0,https://ru.wikipedia.org/w/index.php?title=Brotato&action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-ekshena-brotato-493744/,Brotato,True,Brotato,5.38,22.84,63.65,34.32,77.0,"Mobile, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2023.0,1.0,1.0,Brotato
2024-11-21 00:00:00,2024-11-28 00:00:00,Thursday,7,,Beholder,,FFD0E0E3,21-28 November 2024,Beholder,2024.0,https://ru.wikipedia.org/wiki/Beholder_(%D0%B8%D0%B3%D1%80%D0%B0),https://ixbt.games/news/2024/11/21/v-egs-besplatno-razdayut-rossiiskuyu-igru-sleduyushhuyu-razdacu-neozidanno-zapretili-v-rossii.html,Beholder,True,Beholder,6.08,10.49,21.41,8.72,69.0,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",2016.0,1.0,1.0,Beholder
2024-11-14 00:00:00,2024-11-21 00:00:00,Thursday,7,,Castlevania Anniversary Collection,,FFD0E0E3,14-21 November 2024,Castlevania Anniversary Collection,2024.0,https://ru.wikipedia.org/w/index.php?title=Castlevania_Anniversary_Collection&action=edit&redlink=1,https://kanobu.ru/news/v-magazine-egs-startovala-razdacha-castlevania-anniversary-collection-i-snakebird-complete-493159/,Castlevania Anniversary Collection,True,Castlevania Anniversary Collection,22.51,27.86,29.01,25.99,77.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Castlevania Anniversary Collection
2024-11-14 00:00:00,2024-11-21 00:00:00,Thursday,7,dupe,Snakebird Complete,,FFD0E0E3,29 December 2023,Snakebird Complete,2023.0,https://ru.wikipedia.org/w/index.php?title=Snakebird&action=edit&redlink=1,https://ixbt.games/news/2023/12/29/v-epic-games-store-nacalas-razdaca-golovolomki-snakebird-complete-no-ne-v-rossii.html,Snakebird Complete,True,Snakebird Complete,4.27,6.69,9.91,6.64,72.0,"Nintendo Switch, PC",2023.0,1.0,1.0,Snakebird Complete
2024-11-07 00:00:00,2024-11-14 00:00:00,Thursday,7,pack,Apex Legends™: Ash Free Unlock Bundle,,FFD0E0E3,,,,,,Apex Legends™: Ash Free Unlock Bundle,False,,,,,,,,,,,
2024-11-07 00:00:00,2024-11-14 00:00:00,Thursday,7,,Deceive Inc.,,FFD0E0E3,7-14 November 2024,Deceive Inc.,2024.0,https://ru.wikipedia.org/w/index.php?title=Deceive_Inc.&action=edit&redlink=1,https://media.vkplay.ru/news/2024-11-07/v-egs-besplatno-razdayut-shpionskii-onlain-shuter-ot-pervogo-litsa-deceive-inc/,Deceive Inc.,True,Deceive Inc.,10.05,0.0,70.37,35.5,61.0,"PC, PlayStation 5, Xbox Series X/S",2023.0,1.0,1.0,Deceive Inc.
2024-10-31 00:00:00,2024-11-07 00:00:00,Thursday,7,dupe,Ghostwire: Tokyo,,FFD0E0E3,24 December 2023,Ghostwire: Tokyo,2023.0,https://ru.wikipedia.org/wiki/Ghostwire:_Tokyo,https://ixbt.games/news/2023/12/24/v-epic-games-store-nacalas-razdaca-ghostwire-tokyo-no-ne-dlya-rossii.html,Ghostwire: Tokyo,True,Ghostwire: Tokyo,11.35,22.82,42.12,21.9,73.0,"PC, PlayStation 5, Xbox Series X/S",2022.0,1.0,1.0,Ghostwire: Tokyo
2024-10-31 00:00:00,2024-11-07 00:00:00,Thursday,7,dupe,Ghostwire: Tokyo,,FFD0E0E3,31 October - 7 November 2024,Ghostwire: Tokyo,2024.0,https://ru.wikipedia.org/wiki/Ghostwire:_Tokyo,https://kanobu.ru/news/ghostwire-tokyo-stala-vremenno-besplatnoj-v-magazine-egs-492699/,Ghostwire: Tokyo,True,Ghostwire: Tokyo,11.35,22.82,42.12,21.9,73.0,"PC, PlayStation 5, Xbox Series X/S",2022.0,1.0,1.0,Ghostwire: Tokyo
2024-10-31 00:00:00,2024-11-07 00:00:00,Thursday,7,,Witch It,,FFD0E0E3,,,,,,Witch It,True,Witch It,1.58,17.62,0.0,6.17,65.0,PC,2017.0,1.0,1.0,Witch It
2024-10-24 00:00:00,2024-10-31 00:00:00,Thursday,7,dupe,Moving Out,,FFD0E0E3,28 December 2021,Moving Out,2021.0,https://ru.wikipedia.org/w/index.php?title=Moving_Out_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://www.igromania.ru/news/112206/Simulyator_gruzchikov_Moving_Out_daryat_v_Epic_Games_Store.html,Moving Out,True,Moving Out,5.22,10.02,18.45,8.03,71.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2020.0,1.0,1.0,Moving Out
2024-10-24 00:00:00,2024-10-31 00:00:00,Thursday,7,dupe,Moving Out,,FFD0E0E3,24-31 October 2024,Moving Out,2024.0,https://ru.wikipedia.org/w/index.php?title=Moving_Out_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-moving-out-492471/,Moving Out,True,Moving Out,5.22,10.02,18.45,8.03,71.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2020.0,1.0,1.0,Moving Out
2024-10-17 00:00:00,2024-10-24 00:00:00,Thursday,7,dupe,Invincible Presents: Atom Eve,,FFD0E0E3,17-24 October 2024,Invincible Presents: Atom Eve,2024.0,https://ru.wikipedia.org/w/index.php?title=Invincible_Presents:_Atom_Eve&action=edit&redlink=1,https://www.igromania.ru/news/143494/v-egs-stali-besplatno-otdavat-igru-pro-atomnuyu-evu-iz-nepobedimogo-i-kardboard-kings/,Invincible Presents: Atom Eve,True,Invincible Presents: Atom Eve,4.5,5.8,9.29,5.49,69.0,PC,2023.0,1.0,1.0,Invincible Presents: Atom Eve
2024-10-17 00:00:00,2024-10-24 00:00:00,Thursday,7,,Kardboard Kings,,FFD0E0E3,,,,,,Kardboard Kings,True,Kardboard Kings: Card Shop Simulator,3.18,11.6,25.44,5.96,64.0,"Nintendo Switch, PC",2022.0,0.5882352941176471,0.95,Kardboard Kings
2024-10-10 00:00:00,2024-10-17 00:00:00,Thursday,7,,Empyrion - Galactic Survival,,FFD0E0E3,10-17 October 2024,Empyrion - Galactic Survival,2024.0,https://ru.wikipedia.org/w/index.php?title=Empyrion_%E2%80%94_Galactic_Survival&action=edit&redlink=1,https://www.igromania.ru/news/143318/v-egs-stali-besplatno-otdavat-kosmicheskuyu-vyizhivalku-empyrion-galactic-survival/,Empyrion - Galactic Survival,False,,,,,,,,,,,
2024-10-10 00:00:00,2024-10-17 00:00:00,Thursday,7,,Outliver: Tribulation,,FFD0E0E3,,,,,,Outliver: Tribulation,True,Outliver: Tribulation,2.45,3.42,3.64,3.44,45.0,PC,2023.0,1.0,1.0,Outliver: Tribulation
2024-10-05 00:00:00,2024-10-10 00:00:00,Saturday,5,pack2,World of Warships x TMNT — Mission: Free Permanent Camo Unlock,,FFFFF2CC,,,,,,World of Warships x TMNT — Mission: Free Permanent Camo Unlock,False,,,,,,,,,,,
2024-09-26 00:00:00,2024-10-03 00:00:00,Thursday,7,,Bear and Breakfast,,FFD0E0E3,3-10 October 2024,Bear and Breakfast,2024.0,https://ru.wikipedia.org/w/index.php?title=Bear_and_Breakfast&action=edit&redlink=1,https://www.igromania.ru/news/143111/v-egs-stali-besplatno-otdavat-milyij-simulyator-bear-and-breakfast-pro-razvitie-gostinitsyi/,Bear and Breakfast,True,Bear and Breakfast,21.61,25.94,35.29,31.1,66.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5",2022.0,1.0,1.0,Bear and Breakfast
2024-09-19 00:00:00,2024-09-26 00:00:00,Thursday,7,,The Spirit and the Mouse,,FFD0E0E3,26 September - 3 October 2024,The Spirit and the Mouse,2024.0,https://ru.wikipedia.org/w/index.php?title=The_Spirit_and_the_Mouse&action=edit&redlink=1,https://www.igromania.ru/news/142936/v-epic-games-store-nachali-besplatno-otdavat-uyutnyij-platformer-the-spirit-and-the-mouse/,The Spirit and the Mouse,True,The Spirit and The Mouse,4.14,5.16,6.04,5.44,73.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5",2022.0,1.0,1.0,The Spirit and the Mouse
2024-09-19 00:00:00,2024-09-26 00:00:00,Thursday,7,,The Last Stand: Aftermath,,FFD0E0E3,,,,,,The Last Stand: Aftermath,True,The Last Stand: Aftermath,21.5,26.06,42.14,27.82,65.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,The Last Stand: Aftermath
2024-09-19 00:00:00,2024-09-26 00:00:00,Thursday,7,,TOEM,,FFD0E0E3,19-26 September 2024,Toem,2024.0,https://ru.wikipedia.org/w/index.php?title=Toem&action=edit&redlink=1,https://www.igromania.ru/news/142738/v-egs-nachali-besplatno-otdavat-toem-i-zombi-vyizhivalku-the-last-stand-aftermath/,TOEM,True,Toem,3.34,4.43,6.11,5.14,81.0,"Mobile, Nintendo Switch, PC, PlayStation 5, Xbox One, Xbox Series X/S",2021.0,1.0,1.0,TOEM
2024-09-12 00:00:00,2024-09-19 00:00:00,Thursday,7,,Rugrats: Adventures in Gameland,,FFD0E0E3,12-19 September 2024,Rugrats: Adventures in Gameland,2024.0,https://ru.wikipedia.org/w/index.php?title=Rugrats:_Adventures_in_Gameland&action=edit&redlink=1,https://www.igromania.ru/news/142540/v-epic-games-store-stali-besplatno-otdavat-platformer-rugrats-adventures-in-gameland/,Rugrats: Adventures in Gameland,True,Rugrats: Adventures in Gameland,1.67,2.01,2.3,2.07,58.0,"NES, Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2024.0,1.0,1.0,Rugrats: Adventures in Gameland
2024-09-12 00:00:00,2024-09-19 00:00:00,Thursday,7,,SUPER CRAZY RHYTHM CASTLE,,FFD0E0E3,,,,,,SUPER CRAZY RHYTHM CASTLE,True,Super Crazy Rhythm Castle,6.42,14.19,28.49,10.59,69.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2023.0,1.0,1.0,SUPER CRAZY RHYTHM CASTLE
2024-09-05 00:00:00,2024-09-12 00:00:00,Thursday,7,,Football Manager 2024,,FFD0E0E3,,,,,,Football Manager 2024,True,Football Manager 2024,138.52,224.0,415.58,193.86,82.0,"Mac, Mobile, Nintendo Switch, PC, PlayStation 5, Xbox One, Xbox Series X/S",2023.0,1.0,1.0,Football Manager 2024
2024-09-05 00:00:00,2024-09-12 00:00:00,Thursday,7,,Sniper Ghost Warrior Contracts,,FFD0E0E3,5-12 September 2024,Sniper Ghost Warrior Contracts,2024.0,https://ru.wikipedia.org/wiki/Sniper_Ghost_Warrior_Contracts,https://www.igromania.ru/news/142309/v-egs-stali-besplatno-otdavat-sniper-ghost-warrior-contracts-i-fooball-manager-2024/,Sniper Ghost Warrior Contracts,True,Sniper Ghost Warrior Contracts,11.93,15.46,27.04,15.27,69.0,"PC, PlayStation 4, Xbox One",2019.0,1.0,1.0,Sniper Ghost Warrior Contracts
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,dupe,Fallout® Classic Collection,Fallout: A Post Nuclear Role Playing Game,FFD0E0E3,29 August - 5 September 2024,Fallout Classic Collection,2024.0,https://ru.wikipedia.org/wiki/Fallout_(%D0%B8%D0%B3%D1%80%D0%B0),https://www.igromania.ru/news/142068/v-epic-games-store-nachali-otdavat-nabor-fallout-i-simulyator-wild-card-football/,Fallout® Classic Collection,False,,,,,,,,,,,
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,dupe,Fallout 2: A Post Nuclear Role Playing Game,Fallout 2: A Post Nuclear Role Playing Game,FFD0E0E3,,,,,,Fallout 2: A Post Nuclear Role Playing Game,False,,,,,,,,,,,
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,dupe,Fallout Tactics: Brotherhood of Steel,Fallout Tactics: Brotherhood of Steel,FFD0E0E3,29 August - 5 September 2024,Fallout Tactics: Brotherhood of Steel,2024.0,https://ru.wikipedia.org/wiki/Fallout_(%D0%B8%D0%B3%D1%80%D0%B0),https://www.igromania.ru/news/142068/v-epic-games-store-nachali-otdavat-nabor-fallout-i-simulyator-wild-card-football/,Fallout Tactics: Brotherhood of Steel,True,Fallout Tactics: Brotherhood of Steel,25.57,45.64,49.23,40.86,63.0,PC,2001.0,1.0,1.0,Fallout Tactics: Brotherhood of Steel
2024-08-29 00:00:00,2024-09-05 00:00:00,Thursday,7,,Wild Card Football,,FFD0E0E3,,,,,,Wild Card Football,True,Wild Card Football,28.23,0.0,0.0,28.23,53.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2023.0,1.0,1.0,Wild Card Football
2024-08-22 00:00:00,2024-08-29 00:00:00,Thursday,7,,Gigantic: Rampage Edition,,FFD0E0E3,,,,,,Gigantic: Rampage Edition,True,Gigantic,23.2,0.0,0.0,23.2,52.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2024.0,1.0,0.96,Gigantic: Rampage Edition
2024-08-22 00:00:00,2024-08-29 00:00:00,Thursday,7,,The Callisto Protocol,,FFD0E0E3,22-29 August 2024,The Callisto Protocol,2024.0,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/141810/v-epic-games-store-stali-besplatno-otdavat-horror-the-callisto-protocol-i-otdadut-fallout/,The Callisto Protocol,True,The Callisto Protocol,10.1,12.05,15.69,11.36,68.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,The Callisto Protocol
2024-08-22 00:00:00,2024-08-29 00:00:00,Thursday,7,,The Callisto Protocol,,FFD0E0E3,24 December 2025,The Callisto Protocol,2025.0,https://ru.wikipedia.org/wiki/The_Callisto_Protocol,https://www.igromania.ru/news/161017/the-callisto-protocol-besplatno-razdayut-v-epic-games-store/,The Callisto Protocol,True,The Callisto Protocol,10.1,12.05,15.69,11.36,68.0,"PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,The Callisto Protocol
2024-08-15 00:00:00,2024-08-22 00:00:00,Thursday,7,,Death's Gambit: Afterlife,,FFD0E0E3,15-22 August 2024,Death's Gambit Afterlife,2024.0,https://ru.wikipedia.org/w/index.php?title=Death%E2%80%99s_Gambit&action=edit&redlink=1,https://www.igromania.ru/news/141551/v-egs-stali-besplatno-otdavat-deaths-gambit-afterlife-i-razdadut-the-callisto-protocol/,Death's Gambit: Afterlife,True,Death's Gambit: Afterlife,14.35,20.26,42.43,19.26,76.0,"Nintendo Switch, PC, PlayStation 4, Xbox Series X/S",2018.0,1.0,1.0,Death's Gambit: Afterlife
2024-08-15 00:00:00,2024-08-22 00:00:00,Thursday,7,pack,World of Warships — Starter Pack: Albany,,FFD0E0E3,,,,,,World of Warships — Starter Pack: Albany,False,,,,,,,,,,,
2024-08-08 00:00:00,2024-08-15 00:00:00,Thursday,7,pack,Apex Legends™: Conduit Free Unlock Bundle,,FFD0E0E3,,,,,,Apex Legends™: Conduit Free Unlock Bundle,False,,,,,,,,,,,
2024-08-08 00:00:00,2024-08-15 00:00:00,Thursday,7,,CYGNI - All Guns Blazing,,FFD0E0E3,8-15 August 2024,Cygni: All Guns Blazing,2024.0,https://ru.wikipedia.org/w/index.php?title=Cygni:_All_Guns_Blazing&action=edit&redlink=1,https://www.igromania.ru/news/141333/v-epic-games-store-razdayut-cygni-all-guns-blazing-i-dnf-duel/,CYGNI - All Guns Blazing,False,,,,,,,,,,,
2024-08-08 00:00:00,2024-08-15 00:00:00,Thursday,7,dupe,DNF Duel,,FFD0E0E3,20 December 2023,DNF Duel,2023.0,https://ru.wikipedia.org/wiki/DNF_Duel,https://www.championat.com/cybersport/news-5366068-v-epic-games-store-startovala-ezhednevnaya-razdacha-igr.html,DNF Duel,True,DNF Duel,1.62,14.56,113.36,4.76,68.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5",2022.0,1.0,1.0,DNF Duel
2024-08-01 00:00:00,2024-08-08 00:00:00,Thursday,7,,LumbearJack,,FFD0E0E3,1-8 August 2024,LumbearJack,2024.0,https://ru.wikipedia.org/w/index.php?title=LumbearJack&action=edit&redlink=1,https://www.igromania.ru/news/141109/v-epic-games-store-besplatno-razdayut-golovolomku-lumbearjack/,LumbearJack,True,LumbearJack,1.55,1.81,2.04,1.87,69.0,"Nintendo Switch, PC, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,LumbearJack
2024-08-01 00:00:00,2024-08-08 00:00:00,Thursday,7,,RAWMEN: Food Fighter Arena 🍜,,FFD0E0E3,,,,,,RAWMEN: Food Fighter Arena 🍜,False,,,,,,,,,,,
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,dupe,F.I.S.T.: Forged In Shadow Torch,,FFD0E0E3,26 December 2022,F.I.S.T.: Forged In Shadow Torch,2022.0,https://ru.wikipedia.org/w/index.php?title=F.I.S.T.:_Forged_In_Shadow_Torch&action=edit&redlink=1,https://www.igromania.ru/news/121937/F.I.S.T._Forged_In_Shadow_Torch_stala_ocherednoy_besplatnoy_igroy_v_EGS.html,F.I.S.T.: Forged In Shadow Torch,True,F.I.S.T.: Forged In Shadow Torch,12.47,16.67,20.27,16.74,75.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X/S",2021.0,1.0,1.0,F.I.S.T.: Forged In Shadow Torch
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,dupe,F.I.S.T.: Forged In Shadow Torch,,FFD0E0E3,2-9 November 2023,F.I.S.T.: Forged In Shadow Torch,2023.0,https://ru.wikipedia.org/w/index.php?title=F.I.S.T.:_Forged_In_Shadow_Torch&action=edit&redlink=1,https://ixbt.games/news/2023/11/02/v-epic-games-store-razdayut-igru-o-repke-s-problemami-s-nalogovoi-turnip-boy-commits-tax-evasion.html,F.I.S.T.: Forged In Shadow Torch,True,F.I.S.T.: Forged In Shadow Torch,12.47,16.67,20.27,16.74,75.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X/S",2021.0,1.0,1.0,F.I.S.T.: Forged In Shadow Torch
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,dupe,F.I.S.T.: Forged In Shadow Torch,,FFD0E0E3,25 July - 1 August 2024,F.I.S.T.: Forged In Shadow Torch,2024.0,https://ru.wikipedia.org/w/index.php?title=F.I.S.T.:_Forged_In_Shadow_Torch&action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-fist-forged-in-shadow-torch-488833/,F.I.S.T.: Forged In Shadow Torch,True,F.I.S.T.: Forged In Shadow Torch,12.47,16.67,20.27,16.74,75.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox Series X/S",2021.0,1.0,1.0,F.I.S.T.: Forged In Shadow Torch
2024-07-25 00:00:00,2024-08-01 00:00:00,Thursday,7,pack,Olympics™ Go! Paris 2024 - Exclusive Outfits pack,,FFD0E0E3,,,,,,Olympics™ Go! Paris 2024 - Exclusive Outfits pack,False,,,,,,,,,,,
2024-07-18 00:00:00,2024-07-25 00:00:00,Thursday,7,,Arcade Paradise,,FFD0E0E3,18-25 July 2024,Arcade Paradise,2024.0,https://ru.wikipedia.org/w/index.php?title=Arcade_Paradise&action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-arcade-paradise-i-maid-of-sker-488611/,Arcade Paradise,True,Arcade Paradise,25.0,28.33,46.82,28.89,70.0,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",2022.0,1.0,1.0,Arcade Paradise
2024-07-18 00:00:00,2024-07-25 00:00:00,Thursday,7,,Maid of Sker,,FFD0E0E3,,,,,,Maid of Sker,True,Maid of Sker,4.43,5.19,6.41,4.87,64.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2020.0,1.0,1.0,Maid of Sker
2024-07-11 00:00:00,2024-07-18 00:00:00,Thursday,7,,Floppy Knights,,FFD0E0E3,11-18 July 2024,Floppy Knights,2024.0,https://ru.wikipedia.org/w/index.php?title=Floppy_Knights&action=edit&redlink=1,https://www.igromania.ru/news/140461/v-epic-games-store-nachali-besplatno-otdavat-poshagovuyu-strategiyu-floppy-knights/,Floppy Knights,True,Floppy Knights,9.68,18.42,23.69,17.76,67.0,"Mac, Nintendo Switch, PC, Xbox One",2022.0,1.0,1.0,Floppy Knights
2024-07-04 00:00:00,2024-07-11 00:00:00,Thursday,7,,The Falconeer: Standard Edition,,FFD0E0E3,,,,,,The Falconeer: Standard Edition,False,,,,,,,,,,,
2024-06-27 00:00:00,2024-07-04 00:00:00,Thursday,7,,Sunless Skies: Sovereign Edition,,FFD0E0E3,27 June - 4 July 2024,Sunless Skies: Sovereign Edition,2024.0,https://ru.wikipedia.org/w/index.php?title=Sunless_Skies&action=edit&redlink=1,https://www.igromania.ru/news/139975/v-egs-stali-razdavat-rolevuyu-sunless-skies-v-stile-stimpanka-i-uzhasov-lavkrafta/,Sunless Skies: Sovereign Edition,False,,,,,,,,,,,
2024-06-20 00:00:00,2024-06-27 00:00:00,Thursday,7,,Freshly Frosted,,FFD0E0E3,20-27 June 2024,Freshly Frosted,2024.0,https://ru.wikipedia.org/w/index.php?title=Freshly_Frosted&action=edit&redlink=1,https://www.igromania.ru/news/139765/v-epic-games-store-nachalas-besplatnaya-razdacha-golovolomki-freshly-frosted/,Freshly Frosted,True,Freshly Frosted,6.13,7.51,7.67,7.31,74.0,"Nintendo Switch, PC, PlayStation 4, Xbox One",2022.0,1.0,1.0,Freshly Frosted
2024-06-20 00:00:00,2024-06-27 00:00:00,Thursday,7,,Rumble Club - Free Game of the Week Bonus,,FFD0E0E3,,,,,,Rumble Club - Free Game of the Week Bonus,False,,,,,,,,,,,
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Cagnali's Order,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,Crime Boss: Rockay City - Cagnali's Order,False,,,,,,,,,,,
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Dragon's Gold Cup,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,Crime Boss: Rockay City - Dragon's Gold Cup,False,,,,,,,,,,,
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Heavy Hitters Pack,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,Crime Boss: Rockay City - Heavy Hitters Pack,False,,,,,,,,,,,
2024-06-18 00:00:00,2024-07-11 00:00:00,Tuesday,23,pack2,Crime Boss: Rockay City - Tactical Weapon Pack,Requires base game (payable): Crime Boss: Rockay City,FFFFF2CC,,,,,,Crime Boss: Rockay City - Tactical Weapon Pack,False,,,,,,,,,,,
