,End,Link,Name,Number,Start,Unnamed: 0,descr,fmt_orig_price,id,namespace,orig_price,tags
12,1/11/2024,https://store.epicgames.com/en-US/p/marvels-guardians-of-the-galaxy,Marvel’s Guardians of the Galaxy,465,1/4/2024,12,You are Star-Lord. The fate of the galaxy and the Guardians is in your hands. Time to show the universe what you’re made of. You got this. Probably.,$59.99,a2fc9e21ab4e416680c2b9597b7f6eaf,2a09fb19b47f46dfb11ebd382f132a8f,5999.0,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1336'}, {'id': '1370'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]"
13,1/4/2024,https://store.epicgames.com/en-US/p/a-plague-tale-innocence,A Plague Tale: Innocence,464,1/3/2024,13,"Follow the grim tale of young Amicia and her little brother Hugo, in a heartrending journey through the darkest hours of history. Hunted by Inquisition soldiers and surrounded by unstoppable swarms of rats, they will come to know and trust each other.",$39.99,89e949b9176d4f04a5b2e6ca28655b21,71d19da3678943098859baa9c4c39f95,3999.0,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]"
14,1/3/2024,https://store.epicgames.com/en-US/p/20-minutes-till-dawn-be3305,20 Minutes Till Dawn,463,1/2/2024,14,20 Minutes Till Dawn is a survival roguelite where endless hordes of creatures lurk from the dark. Craft an array of overpowering builds and eradicate waves of Lovecraftian nightmares. Will you be able to survive the night?,$4.99,9758dccdbda54c1387f732d0d7d03b3b,ee9fad7056a94957b3a4d8c457000337,499.0,"[{'id': '1216'}, {'id': '21122'}, {'id': '9547'}, {'id': '1263'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21109'}, {'id': '21141'}, {'id': '1370'}, {'id': '1083'}, {'id': '21149'}, {'id': '21119'}]"
15,1/2/2024,https://store.epicgames.com/en-US/p/escape-academy-bfc2bf,Escape Academy,462,1/1/2024,15,Welcome to Escape Academy. Train to become the ultimate Escapist. Solve Puzzles. Hack Servers. Meet the Faculty. Brew the perfect cup of tea. Escape Rooms in single player or co-op with a friend - local or online!,$19.99,224ed07084444c619cedc473c7cd1498,040baa2d100d465caf428c688cc3cdba,1999.0,"[{'id': '1264'}, {'id': '1298'}, {'id': '1203'}, {'id': '21894'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}, {'id': '1294'}]"
16,1/1/2024,https://store.epicgames.com/en-US/p/ghostrunner,Ghostrunner,461,12/31/2023,16,"Ghostrunner offers a unique single-player experience: fast-paced, violent combat, and an original setting that blends science fiction with post-apocalyptic themes. It tells the story of a world that has already ended and its inhabitants who fight to survive.",$29.99,19b650f9a98a45b0bfe07674b51fa7a0,95d0b9561be1464cb43bd029e94cf526,2999.0,"[{'id': '1216'}, {'id': '21122'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '1132'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1210'}, {'id': '1370'}, {'id': '21149'}]"
17,12/31/2023,https://store.epicgames.com/en-US/p/saints-row,Saints Row,460,12/30/2023,17,"Welcome to Santo Ileso, a vibrant fictional city in the American Southwest. In a world rife with crime, a group of young friends embark on their own criminal venture, as they rise to the top in their bid to become Self Made.",$29.99,c8ae275e995940b0868d9f44e75d05d9,0d23bb77ee2f45b7a571bde68caddb09,2999.0,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21126'}, {'id': '21894'}, {'id': '9547'}, {'id': '9549'}, {'id': '1264'}, {'id': '21136'}, {'id': '21138'}, {'id': '21139'}, {'id': '21141'}, {'id': '1336'}, {'id': '1210'}, {'id': '1370'}, {'id': '1307'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]"
18,12/30/2023,https://store.epicgames.com/en-US/p/snakebird-complete-e6f0ae,Snakebird Complete,459,12/29/2023,18,"Experience hit puzzle classic Snakebird and Snakebird Primer in Snakebird Complete, a brand new package that reunites both beloved titles into one seamless experience. Now with a hint system!",$14.99,fddca2297b9a4354b59f8f83d4975c90,efc30c2078a2499ab979d198255e2e4b,1499.0,"[{'id': '1298'}, {'id': '21894'}, {'id': '1370'}, {'id': '9547'}, {'id': '21150'}, {'id': '10719'}]"
19,12/29/2023,https://store.epicgames.com/en-US/p/cat-quest-8373e0,Cat Quest,458,12/28/2023,19,"The multi award-winning Action RPG. Cat Quest's loot-fuelled cat-venture is as beautifully crafted, as its combat and magic are ultra-satisfying. Universally adored by critics - it'll have you purring for joy!",$12.99,2da36fbed1b34d1997e5ffb1f8efdeb6,c986e75258a146fba03a920dba852ca9,1299.0,"[{'id': '1296'}, {'id': '21894'}, {'id': '1367'}, {'id': '19847'}, {'id': '1336'}, {'id': '1370'}, {'id': '21147'}, {'id': '9547'}, {'id': '9549'}]"
20,12/28/2023,https://store.epicgames.com/en-US/p/cursed-to-golf-a6bc22,Cursed to Golf,457,12/27/2023,20,Cursed to Golf is a golf-like adventure where every shot counts. Players are tasked with making it out of Golf Purgatory to become a Golfing Legend.,$19.99,cc8016226a1a4bca9208e071073ad788,2cdc5a2758a6445d8d4f399ecb469aaf,1999.0,"[{'id': '1216'}, {'id': '1283'}, {'id': '21109'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}]"
21,12/27/2023,https://store.epicgames.com/en-US/p/human-resource-machine,Human Resource Machine,456,12/26/2023,21,Human Resource Machine,$14.99,6a76c942e36e46c4ab566a21b5f46461,epic,1499.0,"[{'id': '1298'}, {'id': '1370'}, {'id': '9547'}, {'id': '9548'}, {'id': '1102'}, {'id': '1263'}]"
22,12/26/2023,https://store.epicgames.com/en-US/p/the-outer-worlds-spacers-choice-edition,The Outer Worlds: Spacer’s Choice Edition,455,12/25/2023,22,"The Outer Worlds: Spacer’s Choice Edition is the ultimate way to play the award-winning RPG from Obsidian Entertainment and Private Division. Including the base game and all DLC, this remastered masterpiece is the absolute best version of The Outer Worlds.",$59.99,0769596f15a445b7a5ad3f8d7c7730e2,dc61166eea95474e912953b163791d42,5999.0,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '21130'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1367'}, {'id': '1210'}, {'id': '1370'}, {'id': '21147'}, {'id': '21149'}, {'id': '21119'}]"
23,12/25/2023,https://store.epicgames.com/en-US/p/ghostwire-tokyo,Ghostwire: Tokyo,454,12/24/2023,23,"Tokyo's population has vanished, and deadly supernatural forces prowl the streets. Use an arsenal of elemental abilities to unravel the truth behind the disappearance and save Tokyo. ",$59.99,53a6356d1f4945e58d8c8e9f511c3c9d,a93cd6111251461c953776a0c4ea4d80,5999.0,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1336'}, {'id': '1370'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]"
24,12/24/2023,https://store.epicgames.com/en-US/p/fallout-3-game-of-the-year-edition,Fallout 3: Game of the Year Edition,453,12/23/2023,24,"Prepare for the Future™
Experience the most acclaimed game of 2008 like never before with Fallout 3: Game of the Year Edition. Create a character of your choosing and descend into a post-apocalyptic world where every minute is a fight for survival",$19.99,d6f01b1827c64ed388191ae507fe7c1b,fa702d34a37248ba98fb17f680c085e3,1999.0,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1367'}, {'id': '1370'}, {'id': '1307'}, {'id': '21147'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]"
25,12/23/2023,https://store.epicgames.com/en-US/p/art-of-rally,Art of Rally,452,12/22/2023,25,art of rally is a stylized experience inspired by the golden era of rally from the creator of Absolute Drift  Race across the world through colorful and stylized environments in top-down view.  Will you master the art of rally?,$24.99,8a2dd95a9fe04bdebde02b46a8f41aed,4751c4f6a96547209a33831d847d2810,2499.0,"[{'id': '21121'}, {'id': '1188'}, {'id': '21125'}, {'id': '21894'}, {'id': '19847'}, {'id': '21129'}, {'id': '9547'}, {'id': '9549'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1400'}, {'id': '1212'}, {'id': '21149'}, {'id': '10719'}]"
26,12/22/2023,https://store.epicgames.com/en-US/p/melvor-idle-b6a9b3,Melvor Idle,451,12/21/2023,26,"Inspired by RuneScape, Melvor Idle takes the core of what makes an adventure game so addictive and strips it down to its purest form! This is a feature-rich, idle/incremental game combining a distinctly familiar feel with a fresh gameplay experience.",$9.99,99f665baf7ab4d5597504a2ff46b3edc,207c42b0325d40ebb0414041dac29b19,999.0,"[{'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '1263'}, {'id': '21137'}, {'id': '21138'}, {'id': '21141'}, {'id': '1367'}, {'id': '1370'}, {'id': '1115'}, {'id': '21147'}, {'id': '21149'}, {'id': '10719'}, {'id': '21119'}]"
27,12/21/2023,https://store.epicgames.com/en-US/p/dnf-duel-07d055,DNF Duel,450,12/20/2023,27,"Action fighting at its extreme! One of the most popular and widely played RPGs in the world, Dungeon and Fighter is now back as a 2.5D action fighting game. Choose from 16 charming characters, each with their distinct skills and personalities.",$49.99,9f314276c254423bb9b145480b5b150b,3eb832eb6d9f4496818a0b0d667420c0,4999.0,"[{'id': '1344'}, {'id': '29088'}, {'id': '21121'}, {'id': '21122'}, {'id': '1188'}, {'id': '21125'}, {'id': '19847'}, {'id': '9547'}, {'id': '9549'}, {'id': '21138'}, {'id': '21139'}, {'id': '21141'}, {'id': '1370'}, {'id': '21149'}, {'id': '21119'}]"
28,12/20/2023,https://store.epicgames.com/en-US/p/destiny-2--legacy-collection-2023,Destiny 2: Legacy Collection,449,12/13/2023,28,,,,,,
29,12/13/2023,https://store.epicgames.com/en-US/p/predecessor,Predecessor,448,12/7/2023,29,"Predecessor is the Paragon-fuelled, fast-paced action game that combines MOBA and FPS gameplay putting you at the heart of the fight with strategic choice, third person control and immersive action.  ",$8.99,a19138c05ca642d2a7fd73dcbadea7da,85f0435aa88347d185dbcb147716609b,899.0,"[{'id': '1216'}, {'id': '21122'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21125'}, {'id': '21141'}, {'id': '21129'}, {'id': '9547'}, {'id': '21149'}, {'id': '1310'}]"
30,12/13/2023,https://store.epicgames.com/en-US/p/gigabash,GigaBash,447,12/7/2023,30,"Claim your place as king among Titans!  GigaBash is a multiplayer arena brawler with gigantic film-inspired kaiju, larger than life heroes, earth-shattering special attacks and fully destructible environments.",$24.99,4a003a822ba54453b59c277f5bfc697f,16fc138ed83846bc90d923fe0d87ad72,2499.0,"[{'id': '1216'}, {'id': '1296'}, {'id': '1344'}, {'id': '1203'}, {'id': '21109'}, {'id': '1110'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}]"
31,12/7/2023,https://store.epicgames.com/en-US/p/mighty-fight-federation,Mighty Fight Federation,446,11/30/2023,31,"Slam opponents into walls, launch them into the air & follow up with fast, high-flying attacks in this arena fighter. Choose from 14 characters with unique play styles. Face off in 1v1 matches, team up with other fighters or embrace the chaos of free-for-all.",$29.99,61baaf316c8448e5b5c9ee80fe0b26f7,651d07f1eee8419e80eb2938f8f44cf0,2999.0,"[{'id': '1344'}, {'id': '1203'}, {'id': '1299'}, {'id': '9547'}, {'id': '9549'}]"
32,12/7/2023,https://store.epicgames.com/en-US/p/jitsu-squad-af3f2f,Jitsu Squad,445,11/30/2023,32,Jitsu Squad is a Marvel vs Capcom inspired 4 player co-op TAG TEAM beat ‘em up with epic character transformations and fast paced combat.,$19.99,5526de3a3c35483da97b1b8ce970b360,6ef33a285bf5426d852762aecc95c826,1999.0,"[{'id': '1216'}, {'id': '1264'}, {'id': '1344'}, {'id': '1203'}, {'id': '21129'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}]"
33,11/30/2023,https://store.epicgames.com/en-US/p/deliver-us-mars,Deliver Us Mars,444,11/23/2023,33,"Deliver Us Mars is an atmospheric sci-fi adventure taking you on a suspense-fuelled, high-stakes mission to recover the ARK colony ships stolen by the mysterious Outward.",$29.99,34c8b5efd29f48209928d74752584426,53ec6d9f552241549c4d8aa1a42bcb3b,2999.0,"[{'id': '1216'}, {'id': '19847'}, {'id': '9547'}, {'id': '1117'}, {'id': '1263'}]"
34,11/23/2023,https://store.epicgames.com/en-US/p/surviving-the-aftermath,Surviving the Aftermath,443,11/16/2023,34,Surviving the Aftermath,$24.99,eb081710a4b64e068c8881a138d9de3f,epic,2499.0,"[{'id': '1393'}, {'id': '1146'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}]"
35,11/23/2023,https://store.epicgames.com/en-US/p/earthlock-e7d979,Earthlock,442,11/16/2023,35,"Don’t let the cute cartoonish art style fool you. This game is challenging. True fans of the JRPG genre will love it, casual players may want to look elsewhere. Invest the time, and EARTHLOCK will reward you with a depth in gameplay that will test the most strategic of players.",$29.99,54412e4f88824cb2a3f1dbb604b59c16,5c82c05d2978489090d30c05e17e6e12,2999.0,"[{'id': '1287'}, {'id': '1367'}, {'id': '1370'}, {'id': '1386'}, {'id': '9547'}, {'id': '35244'}, {'id': '9549'}]"
36,11/16/2023,https://store.epicgames.com/en-US/p/golden-light-f543b3,Golden Light,441,11/9/2023,36,"Eat weapons, be scared and question your own mind in this Survival-Horror FPS Prop Hunt Roguelike about meat. Walls are watching you!",$19.99,f787056536bf43298e39305a0c5c20c8,ca05bd340e84436ebea4a0c0ca55befa,1999.0,"[{'id': '1216'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1084'}, {'id': '1198'}]"
37,11/9/2023,https://store.epicgames.com/en-US/p/turnip-boy-commits-tax-evasion-fb2084,Turnip Boy Commits Tax Evasion,440,11/2/2023,37,"Play as an adorable yet trouble-making turnip. Avoid paying taxes, solve plantastic puzzles, harvest crops and battle massive beasts all in a journey to tear down a corrupt vegetable government!",$14.99,e0282b701ea04c42ac1b5a55c1a3bfde,80be39e522204fd0942916d73234d044,1499.0,"[{'id': '1296'}, {'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}]"
38,11/2/2023,https://store.epicgames.com/en-US/p/the-evil-within-2,The Evil Within 2,439,10/26/2023,38,"To save his daughter, Detective Sebastian Castellanos returns to a world of nightmares in The Evil Within 2. 
 
Fight for your life inside a terrifying reality using weapons, traps and stealth in this survival horror follow-up from Tango Gameworks.",$39.99,77693e5298d94911a0edd2492203d9ea,5891aa5c4c6f4aabbf555a679e02cfb9,3999.0,"[{'id': '1218'}, {'id': '21122'}, {'id': '19847'}, {'id': '21127'}, {'id': '9547'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1080'}, {'id': '1210'}, {'id': '1370'}, {'id': '21149'}, {'id': '21119'}]"
