,id,descr,namespace,orig_price,fmt_orig_price,tags
49,4286fb03f8984923a63be6a856945c50,"The Forest Quartet is a 3D narrative puzzler about a gone, but not forgotten, lead singer. Play her spirit and travel through 3 acts unique to the members of her band for a final farewell concert. Face their emotions, solve puzzles and fight the corruption plaguing their souls.",a3100205e194489088c7625c8c5c1596,999.0,$9.99,"[{'id': '1298'}, {'id': '19847'}, {'id': '1129'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}]"
50,b1faf4597f064576a7ad60efff9d2a9a,A unique adventure game filled with beautiful puzzles all hand-drawn in a unique 2D style . Out of Line follows the adventures of San in a quest to escape the Factory that was once home. Dive into a story set in a mysterious world that is revealed through multiple chapters.,0f58cd1c026441f49371d663a710fe83,799.0,$7.99,"[{'id': '1298'}, {'id': '21894'}, {'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '1151'}]"
51,268fd6ea355740d6ba4c76c3ffd4cbe0,"A game about the difficult work of people that manage emergency services. Answer incoming calls and react properly - give first aid instructions, advise, dispatch the correct number of firemen/police/ambulances, or sometimes - just ignore the call. Play on ANY CITY in the world!",d923c737f0d243ccab407605ea40d39e,1499.0,$14.99,"[{'id': '1393'}, {'id': '21121'}, {'id': '19847'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}, {'id': '1263'}, {'id': '21119'}]"
52,98050bc663334e2c9c99e596084bab0f,"Spelldrifter combines the puzzle-like positional tactics of a turn-based RPG with the customizability and replayability of a collectible card game.  The result: a hybrid, wherein players must juggle the resources at their disposal using both time and space.",14d712e338ee4fe5b5304d959cd75cd2,1999.0,$19.99,"[{'id': '21894'}, {'id': '1367'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1230'}]"
53,be3de140fc3749b28215da1626cce8bc,"Arguably the most well-known indie game of all time, Cave Story+ features an original story brimming with personality, mystery and fast-paced fun. Run, jump, shoot, fly and explore your way through a massive adventure reminiscent of classic 8 and 16-bit games!",78473822f724474d8e436f6bde735623,1499.0,$14.99,"[{'id': '1216'}, {'id': '21109'}, {'id': '21894'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}, {'id': '1151'}]"
54,508291c29513464b84c1b701edf3d8f4,Homeworld: Deserts of Kharak,e209b2d1d5384f639335f64e3e6c4bb8,4999.0,$49.99,"[{'id': '21138'}, {'id': '1203'}, {'id': '1188'}, {'id': '21125'}, {'id': '19847'}, {'id': '21127'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}, {'id': '21119'}]"
55,97576d7026ab4e4181fdf9b8711a95d9,A throwback to the classic arcade platformers of the past with a modern twist! Play as a dodo bird to find and rescue your lost babies from a series of dangerous island peaks.,cea01263911a4e179a5e3892ef710930,999.0,$9.99,"[{'id': '1298'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1198'}, {'id': '1151'}]"
56,0bce0871129140d894da3789e2fe0a7f,"“Black Book” is a dark RPG Adventure, based on Slavic myths, in which you play as a young sorceress. Fight evil forces in card-based battles and explore the world, where humans live alongside mythological creatures.",8211dc6089af4542926b7a8137b9079e,2499.0,$24.99,"[{'id': '21141'}, {'id': '21894'}, {'id': '1367'}, {'id': '19847'}, {'id': '1370'}, {'id': '21147'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}, {'id': '1263'}]"
57,2bc098b80f364e178f364ab368b15372,"Big Brother has arrived - and it’s you. Investigate the lives of citizens to find those responsible for a series of terror attacks. But, be warned, the information you supply will have consequences…",750dfadbde8445f980601e84434359c5,999.0,$9.99,"[{'id': '1393'}, {'id': '1395'}, {'id': '21894'}, {'id': '1127'}, {'id': '1370'}, {'id': '9547'}, {'id': '10719'}]"
58,45b82cb4454b40439b61ba126adfabec,"Lead any nation from Renaissance to Revolution in a complex simulation of the early modern world. Master the art of war, diplomacy and trade to shape and change your nation’s history!",80d3aeb1d7c3434981e0bcbc47700a83,3999.0,$39.99,"[{'id': '21122'}, {'id': '1188'}, {'id': '21125'}, {'id': '21129'}, {'id': '9547'}, {'id': '1393'}, {'id': '21138'}, {'id': '1203'}, {'id': '1299'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '1115'}, {'id': '10719'}]"
