title,from_date,giveaway_year,is_repeat,is_standalone_game,egs_meets_threshold,egs_original_price_usd,egs_publisher,egs_tags,mc_criticScore,hltb_main_story
Kingdom Come: Deliverance,2025-01-01,2025,True,True,True,29.99,Prime Matter,"Action, Diverse Characters, RELAXING, Cloud Saves, Achievements, Challenging Combat, Windows, Controller Support, Realistic Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, RPG, Single Player, Educational, Open World, Inclusive Character Customization, Adventure",76.0,42.6
Kingdom Come: Deliverance,2025-01-01,2025,True,True,True,29.99,Prime Matter,"Action, Diverse Characters, RELAXING, Cloud Saves, Achievements, Challenging Combat, Windows, Controller Support, Realistic Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, RPG, Single Player, Educational, Open World, Inclusive Character Customization, Adventure",76.0,42.6
Sifu,2024-12-31,2024,False,True,False,,,,81.0,7.77
[REDACTED],2024-12-30,2024,False,True,True,24.99,"KRAFTON, Inc.","Action, Diverse Characters, Achievements, Challenging Combat, Windows, Controller Support, Dungeon Crawler, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Single Player, Rogue-Lite, Quickly Understand the Controls",77.0,10.45
Orcs Must Die! 3,2024-12-29,2024,True,True,True,29.99,Robot Entertainment,"Action, Diverse Characters, RELAXING, Gift A Game, Cloud Saves, Achievements, Creative Community, Windows, Controller Support, Co-op, Playful Visuals, Tower Defense, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Cross Platform, Single Player, Strategy, Quickly Understand the Controls, Great for Beginners",77.0,10.11
Orcs Must Die! 3,2024-12-29,2024,True,True,True,29.99,Robot Entertainment,"Action, Diverse Characters, RELAXING, Gift A Game, Cloud Saves, Achievements, Creative Community, Windows, Controller Support, Co-op, Playful Visuals, Tower Defense, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Cross Platform, Single Player, Strategy, Quickly Understand the Controls, Great for Beginners",77.0,10.11
Kill Knight,2024-12-28,2024,False,True,True,14.99,PlaySide Studios LTD,"Action, Great for Quick Sessions, Competitive Community, Cloud Saves, Fantasy, Challenging Combat, Windows, Controller Support, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Shooter, Single Player, Quickly Understand the Controls",88.0,6.0
HOT WHEELS UNLEASHED™,2024-12-27,2024,False,True,True,39.99,Milestone S.r.l.,"Online Multiplayer, Great for Quick Sessions, Diverse Characters, RELAXING, Competitive Community, Windows, Epic Savings, Playful Visuals, Recommend this Game, Competitive, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Racing, Quickly Understand the Controls, Great for Beginners",75.0,
Ghostrunner 2,2024-12-26,2024,False,True,True,39.99,505 Games,"Action, Diverse Characters, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Challenging Combat, Single Player, Windows, Adventure, Quickly Understand the Controls",80.0,8.4
Control,2024-12-25,2024,True,True,True,29.99,Remedy Entertainment,"Action, Single Player, Windows, Adventure, Supernatural",82.0,11.71
Control,2024-12-25,2024,True,True,True,29.99,Remedy Entertainment,"Action, Single Player, Windows, Adventure, Supernatural",82.0,11.71
Control,2024-12-25,2024,True,True,True,29.99,Remedy Entertainment,"Action, Single Player, Windows, Adventure, Supernatural",82.0,11.71
Dredge,2024-12-24,2024,False,True,True,24.99,Team17 Digital Ltd,"Horror, Diverse Characters, RELAXING, Exploration, Cloud Saves, Achievements, Creative Community, Windows, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Open World, Quickly Understand the Controls, Mac OS, Great for Beginners",80.0,9.69
Dark and Darker - Legendary Status,2024-12-23,2024,False,False,False,,,,,
Wizard of Legend,2024-12-22,2024,False,True,True,15.99,Good Games Group,"Diverse Characters, RELAXING, Cloud Saves, Achievements, Challenging Combat, Windows, Controller Support, Co-op, Dungeon Crawler, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Action-Adventure, Single Player, Rogue-Lite, Quickly Understand the Controls, Local Multiplayer",76.0,8.62
TerraTech,2024-12-21,2024,False,True,True,24.99,Mythwright,"Online Multiplayer, RELAXING, Cloud Saves, Achievements, Creative Community, Windows, Co-op, Recommend this Game, Competitive, Amazing Characters, Amazing Storytelling, Extremely Fun, Action-Adventure, Single Player, Educational, Open World, Adventure, Quickly Understand the Controls, Mac OS, Great for Beginners",60.0,24.31
Astrea: Six Sided Oracles,2024-12-20,2024,False,True,True,24.99,Akupara Games,"Diverse Characters, RELAXING, Cloud Saves, Achievements, Creative Community, Windows, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Card Game, Adventure, Quickly Understand the Controls, Great for Beginners",85.0,12.41
Train Sim World® 5: Sherman Hill: Cheyenne - Laramie,2024-12-20,2024,False,False,False,,,,,
Vampire Survivors,2024-12-19,2024,False,True,True,4.99,Poncle Limited,"Diverse Characters, RELAXING, Cloud Saves, Achievements, Creative Community, Windows, Controller Support, Indie, Co-op, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Action-Adventure, Rogue-Lite, Quickly Understand the Controls, Local Multiplayer, Mac OS, Great for Beginners",86.0,14.92
The Lord of the Rings™: Return to Moria™,2024-12-12,2024,False,True,True,29.99,North Beach Games,"Online Multiplayer, RELAXING, Cloud Saves, Achievements, Creative Community, Windows, Co-op, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Survival, Action-Adventure, Quickly Understand the Controls, Great for Beginners",59.0,
Bus Simulator 21 Next Stop,2024-12-05,2024,False,True,True,34.99,Astragon Entertainment,"RELAXING, Cloud Saves, Windows, Controller Support, Simulation, Recommend this Game, Multiplayer, Amazing Storytelling, Extremely Fun, Single Player, Educational, Quickly Understand the Controls, Great for Beginners",,25.22
LEGO® Star Wars™: The Skywalker Saga,2024-12-05,2024,False,True,True,49.99,Warner Bros. Games,"Action, Diverse Characters, RELAXING, Cloud Saves, Achievements, Easy Combat, Windows, Co-op, Recommend this Game, Multiplayer, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Single Player, Adventure, Quickly Understand the Controls, Great for Beginners",82.0,
LEGO® Star Wars™: The Skywalker Saga,2024-12-05,2024,False,True,True,49.99,Warner Bros. Games,"Action, Diverse Characters, RELAXING, Cloud Saves, Achievements, Easy Combat, Windows, Co-op, Recommend this Game, Multiplayer, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Single Player, Adventure, Quickly Understand the Controls, Great for Beginners",82.0,
Brotato,2024-11-28,2024,False,True,True,4.99,Blobfish Games,"Action, Diverse Characters, RELAXING, Cloud Saves, Achievements, Creative Community, Challenging Combat, Windows, Controller Support, Playful Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, RPG, Single Player, Rogue-Lite, Inclusive Character Customization, Quickly Understand the Controls, Local Multiplayer, Mac OS, Great for Beginners",76.0,5.38
Beholder,2024-11-21,2024,False,True,True,13.99,Plug In Digital SAS,"Narration, Impact the Story, Achievements, Single Player, Strategy, Windows, Adventure",75.0,6.08
Castlevania Anniversary Collection,2024-11-14,2024,False,True,True,19.99,KONAMI,"Action, Great for Quick Sessions, Diverse Characters, Achievements, Challenging Combat, Windows, Controller Support, Retro, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Single Player, Quickly Understand the Controls, Platformer",81.0,22.51
Snakebird Complete,2024-11-14,2024,True,True,True,14.99,Astra Logical,"Puzzle, Cloud Saves, Single Player, Windows, Challenging Puzzles, Mac OS",,4.27
Apex Legends™: Ash Free Unlock Bundle,2024-11-07,2024,False,False,False,,,,89.0,
Deceive Inc.,2024-11-07,2024,False,True,True,19.99,Tripwire Presents,"Diverse Characters, Competitive Community, Achievements, Challenging Combat, Windows, Controller Support, Playful Visuals, Recommend this Game, Multiplayer, Competitive, Amazing Characters, Amazing Storytelling, Extremely Fun, Cross Platform, Shooter, Strategy, Quickly Understand the Controls, Great for Beginners",75.0,10.05
Ghostwire: Tokyo,2024-10-31,2024,True,True,True,59.99,Bethesda Softworks,"Action, Diverse Characters, RELAXING, Cloud Saves, Creative Community, Windows, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Action-Adventure, Single Player, Adventure, Quickly Understand the Controls, Great for Beginners",75.0,11.35
Ghostwire: Tokyo,2024-10-31,2024,True,True,True,59.99,Bethesda Softworks,"Action, Diverse Characters, RELAXING, Cloud Saves, Creative Community, Windows, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Action-Adventure, Single Player, Adventure, Quickly Understand the Controls, Great for Beginners",75.0,11.35
Witch It,2024-10-31,2024,False,True,True,19.99,Barrel Roll Games GmbH & Co. KG,"Action, Online Multiplayer, Great for Quick Sessions, Diverse Characters, RELAXING, Windows, Epic Savings, Indie, Playful Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Quickly Understand the Controls, Great for Beginners",,1.58
Moving Out,2024-10-24,2024,True,True,True,24.99,Team17,"Great for Quick Sessions, Diverse Characters, RELAXING, Cloud Saves, Windows, Casual, Co-op, Playful Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Party, Single Player, Quickly Understand the Controls, Great for Beginners",74.0,5.22
Moving Out,2024-10-24,2024,True,True,True,24.99,Team17,"Great for Quick Sessions, Diverse Characters, RELAXING, Cloud Saves, Windows, Casual, Co-op, Playful Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Party, Single Player, Quickly Understand the Controls, Great for Beginners",74.0,5.22
Invincible Presents: Atom Eve,2024-10-17,2024,True,True,True,9.99,"Skybound Game Studios, Inc.","Narration, Impact the Story, Achievements, Single Player, Windows, Adventure",79.0,4.5
Kardboard Kings,2024-10-17,2024,False,True,True,19.99,Akupara Games,"Simulation, Great for Quick Sessions, RELAXING, Extremely Fun, Single Player, Windows, Great for Beginners",,3.18
Empyrion - Galactic Survival,2024-10-10,2024,False,True,True,19.99,Eleon Game Studios SA,"Online Multiplayer, Space, RELAXING, Gift A Game, Creative Community, Windows, Co-op, Recommend this Game, Amazing Storytelling, Extremely Fun, Survival, Single Player, Open World, Local Multiplayer",,
Outliver: Tribulation,2024-10-10,2024,False,True,True,7.99,Plug In Digital SAS,"Horror, Achievements, Action-Adventure, Shooter, Single Player, Windows, Controller Support",,2.45
World of Warships x TMNT — Mission: Free Permanent Camo Unlock,2024-10-05,2024,False,False,False,,,,81.0,
Bear and Breakfast,2024-09-26,2024,False,True,True,19.99,Armor Games Studios,"Diverse Characters, RELAXING, Creative Community, Easy Combat, Windows, Controller Support, Casual, Playful Visuals, Simulation, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Adventure, Quickly Understand the Controls, Great for Beginners",72.0,21.61
The Spirit and the Mouse,2024-09-19,2024,False,True,True,19.99,Armor Games Studios,"Puzzle, Achievements, Single Player, Windows, Adventure, Controller Support, Platformer, Easy Puzzles",82.0,4.14
The Last Stand: Aftermath,2024-09-19,2024,False,True,True,24.99,Armor Games Studios,"Action, Recommend this Game, RELAXING, Amazing Storytelling, Extremely Fun, Cloud Saves, Shooter, Windows, Quickly Understand the Controls, Controller Support, Great for Beginners",73.0,21.5
TOEM,2024-09-19,2024,False,True,True,19.99,Something We Made,"Puzzle, Exploration, Single Player, Windows, Adventure, Controller Support, Mac OS",79.0,3.34
Rugrats: Adventures in Gameland,2024-09-12,2024,False,True,True,24.99,The MIX Games Inc.,"Action, Co-op, Great Boss Battles, Cloud Saves, Action-Adventure, Single Player, Windows",74.0,1.67
SUPER CRAZY RHYTHM CASTLE,2024-09-12,2024,False,True,True,19.99,KONAMI,"Action, Online Multiplayer, Diverse Characters, Cloud Saves, Achievements, Challenging Combat, Windows, Indie, Co-op, Puzzle, Great Boss Battles, Single Player, Quickly Understand the Controls, Challenging Puzzles, Local Multiplayer",60.0,6.42
Football Manager 2024,2024-09-05,2024,False,True,False,,,,84.0,138.52
Sniper Ghost Warrior Contracts,2024-09-05,2024,False,True,True,29.99,CI Games ,"RELAXING, Competitive Community, Cloud Saves, Achievements, Creative Community, Challenging Combat, Windows, First Person, Realistic Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Shooter, Single Player, Stealth, Quickly Understand the Controls, Great for Beginners",71.0,11.93
Fallout: A Post Nuclear Role Playing Game,2024-08-29,2024,True,True,True,9.99,Bethesda Softworks,"Diverse Characters, RELAXING, Cloud Saves, Challenging Combat, Windows, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Single Player, Open World, Inclusive Character Customization",,16.2
Fallout 2: A Post Nuclear Role Playing Game,2024-08-29,2024,True,True,True,9.99,Bethesda Softworks,"Diverse Characters, RELAXING, Cloud Saves, Creative Community, Challenging Combat, Windows, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Single Player, Open World, Inclusive Character Customization, Quickly Understand the Controls",,
Fallout Tactics: Brotherhood of Steel,2024-08-29,2024,True,True,True,9.99,Bethesda Softworks,"Turn-Based Strategy, Diverse Characters, RELAXING, Cloud Saves, Creative Community, Challenging Combat, Windows, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Single Player, Strategy, Inclusive Character Customization, Quickly Understand the Controls",82.0,25.57
Wild Card Football,2024-08-29,2024,False,True,False,,,,72.0,28.23
Gigantic: Rampage Edition,2024-08-22,2024,False,True,True,19.99,Arc Games,"Action, Online Multiplayer, Competitive, Gift A Game, Achievements, Windows, Controller Support",65.0,23.2
The Callisto Protocol,2024-08-22,2024,False,True,True,59.99,"KRAFTON, Inc.","Horror, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Creative Community, Achievements, Shooter, Single Player, Windows, Controller Support, Quickly Understand the Controls",69.0,10.1
The Callisto Protocol,2024-08-22,2024,False,True,True,59.99,"KRAFTON, Inc.","Horror, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Creative Community, Achievements, Shooter, Single Player, Windows, Controller Support, Quickly Understand the Controls",69.0,10.1
Death's Gambit: Afterlife,2024-08-15,2024,False,True,True,19.99,Serenity Forge,"Diverse Characters, RELAXING, Challenging Combat, Serenity Forge Publisher Sale, Windows, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Single Player, Inclusive Character Customization, Quickly Understand the Controls",78.0,14.35
World of Warships — Starter Pack: Albany,2024-08-15,2024,False,False,False,,,,81.0,
Apex Legends™: Conduit Free Unlock Bundle,2024-08-08,2024,False,False,False,,,,89.0,
CYGNI - All Guns Blazing,2024-08-08,2024,False,True,True,29.99,KONAMI,"Action, Co-op, Great Boss Battles, Cloud Saves, Shooter, Single Player, Windows, Controller Support",74.0,
DNF Duel,2024-08-08,2024,True,True,True,49.99,NEXON,"Fighting, Online Multiplayer, Great for Quick Sessions, Diverse Characters, Competitive Community, Achievements, Windows, Controller Support, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Quickly Understand the Controls, Great for Beginners",80.0,1.62
LumbearJack,2024-08-01,2024,False,True,True,12.99,Armor Games Studios,"Casual, Puzzle, Single Player, Windows, Controller Support, Easy Puzzles",,1.55
RAWMEN: Food Fighter Arena 🍜,2024-08-01,2024,False,True,True,0.0,tinyBuild Games,"Action, Online Multiplayer, Great for Quick Sessions, RELAXING, Achievements, Windows, Controller Support, Indie, Playful Visuals, Recommend this Game, Competitive, Amazing Characters, Amazing Storytelling, Extremely Fun, Shooter, Quickly Understand the Controls, Great for Beginners",,
F.I.S.T.: Forged In Shadow Torch,2024-07-25,2024,True,True,True,29.99,Antiidelay,"Action, Diverse Characters, RELAXING, Creative Community, Windows, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Single Player, Quickly Understand the Controls, Platformer, Metroidvania, Great for Beginners",80.0,12.47
F.I.S.T.: Forged In Shadow Torch,2024-07-25,2024,True,True,True,29.99,Antiidelay,"Action, Diverse Characters, RELAXING, Creative Community, Windows, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Single Player, Quickly Understand the Controls, Platformer, Metroidvania, Great for Beginners",80.0,12.47
F.I.S.T.: Forged In Shadow Torch,2024-07-25,2024,True,True,True,29.99,Antiidelay,"Action, Diverse Characters, RELAXING, Creative Community, Windows, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Single Player, Quickly Understand the Controls, Platformer, Metroidvania, Great for Beginners",80.0,12.47
Olympics™ Go! Paris 2024 - Exclusive Outfits pack,2024-07-25,2024,False,False,False,,,,,
Arcade Paradise,2024-07-18,2024,False,True,True,19.99,Wired Productions,"RELAXING, Achievements, Windows, Indie, Co-op, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Quickly Understand the Controls, Local Multiplayer, Great for Beginners",73.0,25.0
Maid of Sker,2024-07-18,2024,False,True,True,24.99,Wales Interactive,"Horror, Extremely Fun, Achievements, Creative Community, Action-Adventure, Single Player, Windows, Epic Savings, Controller Support, Quickly Understand the Controls, Indie, Great for Beginners",64.0,4.43
Floppy Knights,2024-07-11,2024,False,True,True,7.99,Rose City Games,"Turn-Based Strategy, Diverse Characters, RELAXING, Achievements, Creative Community, Windows, Controller Support, Indie, Playful Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Card Game, Quickly Understand the Controls, Mac OS, Great for Beginners",69.0,9.68
The Falconeer: Standard Edition,2024-07-04,2024,False,True,True,19.99,Wired Productions,"Action, Single Player, Open World, Windows, Indie",75.0,
Sunless Skies: Sovereign Edition,2024-06-27,2024,False,True,True,24.99,Failbetter Games,"Horror, Diverse Characters, RELAXING, Cloud Saves, Promotional Content, Achievements, Creative Community, Challenging Combat, Windows, Controller Support, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Single Player, Rogue-Lite, Inclusive Character Customization, Quickly Understand the Controls, Mac OS",,
Freshly Frosted,2024-06-20,2024,False,True,True,9.99,The Quantum Astrophysicists Guild,"Simulation, Puzzle, Achievements, Single Player, Windows, Controller Support, Challenging Puzzles, Indie",85.0,6.13
Rumble Club - Free Game of the Week Bonus,2024-06-20,2024,False,False,False,,,,82.0,
Crime Boss: Rockay City - Cagnali's Order,2024-06-18,2024,False,False,False,,,,,
Crime Boss: Rockay City - Dragon's Gold Cup,2024-06-18,2024,False,False,False,,,,,
Crime Boss: Rockay City - Heavy Hitters Pack,2024-06-18,2024,False,False,False,,,,52.0,
Crime Boss: Rockay City - Tactical Weapon Pack,2024-06-18,2024,False,False,False,,,,52.0,
Idle Champions of the Forgotten Realms - Dungeon & Dragons Pack,2024-06-13,2024,False,False,False,,,,,
Redout 2,2024-06-13,2024,False,True,True,19.99,Saber Interactive,"Great for Quick Sessions, RELAXING, Competitive Community, Cloud Saves, Achievements, Challenging Combat, Windows, Beautiful Visuals, Recommend this Game, Multiplayer, Amazing Characters, Extremely Fun, Single Player, Racing, Quickly Understand the Controls",78.0,32.58
Marvel’s Midnight Suns,2024-06-06,2024,False,True,True,59.99,2K,"Turn-Based Strategy, Diverse Characters, RELAXING, TACTICAL RPG, Creative Community, Windows, STRATEGY RPG, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Single Player, Strategy, Inclusive Character Customization, Quickly Understand the Controls, Great for Beginners",83.0,
Chivalry 2,2024-05-30,2024,False,True,True,39.99,Tripwire Interactive,"Action, Fighting, Multiplayer, Windows, First Person",82.0,13.29
Chivalry 2,2024-05-30,2024,False,True,True,39.99,Tripwire Interactive,"Action, Fighting, Multiplayer, Windows, First Person",82.0,13.29
"Warhammer 40,000: Gladius - Relics of War",2024-05-23,2024,True,True,True,39.99,Slitherine Ltd.,"Online Multiplayer, Diverse Characters, RELAXING, Competitive Community, Cloud Saves, Turn-Based, Windows, 4X, Co-op, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Strategy, Quickly Understand the Controls",71.0,11.04
Farming Simulator 22,2024-05-23,2024,False,True,True,29.99,GIANTS Software GmbH,"Diverse Characters, RELAXING, Cloud Saves, Creative Community, Windows, Co-op, Simulation, Recommend this Game, Multiplayer, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Educational, Quickly Understand the Controls, Great for Beginners",75.0,163.25
Echo Starter Pack,2024-05-22,2024,False,False,False,,,,,
Dragon Age: Inquisition - Game of the Year Edition,2024-05-16,2024,False,True,True,39.99,Electronic Arts,"Action, Diverse Characters, RELAXING, EA Play, Promotional Content, Achievements, EA Play Included, EA Play Discount, Windows, Epic Savings, Beautiful Visuals, Co-op, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, RPG, Single Player, Inclusive Character Customization, Adventure, Quickly Understand the Controls, Great for Beginners",,51.19
Circus Electrique,2024-05-09,2024,False,True,True,19.99,Zen Studios,"Diverse Characters, RELAXING, Cloud Saves, Achievements, Creative Community, Windows, Indie, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Single Player, Strategy, Quickly Understand the Controls, Great for Beginners",70.0,16.15
Firestone Online Idle RPG - Special Offer,2024-05-09,2024,False,False,False,,,,,
Cat Quest 2,2024-05-02,2024,False,True,True,14.99,Kepler Interactive,"Diverse Characters, RELAXING, Cloud Saves, Achievements, Windows, Co-op, Casual, Playful Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Action-Adventure, Single Player, Inclusive Character Customization, Quickly Understand the Controls, Great for Beginners",74.0,7.56
Orcs Must Die! 3,2024-05-02,2024,False,True,True,29.99,Robot Entertainment,"Action, Diverse Characters, RELAXING, Gift A Game, Cloud Saves, Achievements, Creative Community, Windows, Controller Support, Co-op, Playful Visuals, Tower Defense, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Cross Platform, Single Player, Strategy, Quickly Understand the Controls, Great for Beginners",77.0,10.11
Orcs Must Die! 3,2024-05-02,2024,False,True,True,29.99,Robot Entertainment,"Action, Diverse Characters, RELAXING, Gift A Game, Cloud Saves, Achievements, Creative Community, Windows, Controller Support, Co-op, Playful Visuals, Tower Defense, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Cross Platform, Single Player, Strategy, Quickly Understand the Controls, Great for Beginners",77.0,10.11
INDUSTRIA,2024-04-25,2024,False,True,True,19.99,Headup,"Action, Cloud Saves, Shooter, Single Player, Windows, Adventure",67.0,3.08
LISA: The Joyful - Definitive Edition,2024-04-25,2024,False,True,True,9.99,Serenity Forge,"RPG, Achievements, Single Player, Serenity Forge Publisher Sale, Windows, Adventure, Controller Support, Indie",54.0,
LISA: The Painful - Definitive Edition,2024-04-25,2024,False,True,True,19.99,Serenity Forge,"Diverse Characters, Achievements, Challenging Combat, Serenity Forge Publisher Sale, Windows, Controller Support, Indie, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Single Player, Inclusive Character Customization, Adventure, Quickly Understand the Controls",,10.87
The Big Con,2024-04-18,2024,False,True,True,14.99,Skybound Games,"Single Player, Windows, Comedy, Adventure, Indie",77.0,4.35
Town of Salem 2,2024-04-18,2024,False,True,False,,,,,0.0
Ghostrunner,2024-04-11,2024,True,True,True,29.99,505 Games,"Action, Diverse Characters, Cloud Saves, Creative Community, Windows, SCI-FI, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Shooter, Single Player, Quickly Understand the Controls",81.0,7.09
Ghostrunner,2024-04-11,2024,True,True,True,29.99,505 Games,"Action, Diverse Characters, Cloud Saves, Creative Community, Windows, SCI-FI, Unique Visuals, Recommend this Game, Amazing Characters, Amazing Storytelling, Great Boss Battles, Extremely Fun, Shooter, Single Player, Quickly Understand the Controls",81.0,7.09
The Outer Worlds: Spacer's Choice Edition,2024-04-04,2024,True,True,True,39.99,Xbox Game Studios,"Action, Diverse Characters, RELAXING, Cloud Saves, Creative Community, Windows, Controller Support, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Shooter, Single Player, Inclusive Character Customization, Quickly Understand the Controls, Great for Beginners",72.0,17.74
The Outer Worlds: Spacer's Choice Edition,2024-04-04,2024,True,True,True,39.99,Xbox Game Studios,"Action, Diverse Characters, RELAXING, Cloud Saves, Creative Community, Windows, Controller Support, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Shooter, Single Player, Inclusive Character Customization, Quickly Understand the Controls, Great for Beginners",72.0,17.74
Thief,2024-04-04,2024,False,True,False,,,,67.0,10.97
Islets,2024-03-28,2024,False,True,True,19.99,Armor Games Studios,"Great for Quick Sessions, Diverse Characters, RELAXING, Exploration, Creative Community, Windows, Controller Support, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Action-Adventure, Single Player, Quickly Understand the Controls, Platformer, Great for Beginners",82.0,7.33
World of Warships — Starter Pack: Dreadnought,2024-03-21,2024,False,False,False,,,,81.0,
Call of the Wild: The Angler™,2024-03-21,2024,False,True,True,29.99,Expansive Worlds,"RELAXING, 1124, Cloud Saves, Achievements, Windows, Casual, Simulation, Recommend this Game, Amazing Storytelling, Extremely Fun, Single Player, Educational, Open World, Quickly Understand the Controls, Great for Beginners",63.0,
Invincible Presents: Atom Eve,2024-03-21,2024,False,True,True,9.99,"Skybound Game Studios, Inc.","Narration, Impact the Story, Achievements, Single Player, Windows, Adventure",79.0,4.5
The Sims™ 4 - Backyard Stuff,2024-03-14,2024,False,False,False,,,,,
Deus Ex: Mankind Divided,2024-03-14,2024,False,True,True,29.99,Eidos Interactive Corporation,"Diverse Characters, RELAXING, Cloud Saves, Achievements, Creative Community, Windows, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, Action-Adventure, Single Player, Stealth, Quickly Understand the Controls",84.0,15.95
The Bridge,2024-03-14,2024,True,True,True,9.99,The Quantum Astrophysicists Guild,"Puzzle, Single Player, Windows, Adventure, Controller Support",,3.46
Astro Duel 2,2024-03-07,2024,False,True,True,19.99,Wild Rooster,"Action, Cloud Saves, Achievements, Windows, Controller Support, Co-op, Competitive, Great Boss Battles, Party, Cross Platform, Single Player, Platformer, Local Multiplayer, Mac OS, Great for Beginners",,1.39
Aerial_Knight's Never Yield,2024-02-29,2024,False,True,True,4.99,Headup,"Action, Cloud Saves, Windows, Controller Support, Indie",65.0,1.47
Super Meat Boy Forever,2024-02-22,2024,False,True,True,19.99,Team Meat,"Action, Single Player, Windows, Platformer",66.0,4.35
Dakar Desert Rally,2024-02-15,2024,False,True,True,29.99,Saber Interactive Inc,"RELAXING, Competitive Community, Windows, Realistic Visuals, Simulation, Recommend this Game, Multiplayer, Amazing Characters, Amazing Storytelling, Extremely Fun, Single Player, Racing, Quickly Understand the Controls, Great for Beginners",69.0,19.33
Dying Light - Shu Warrior Bundle,2024-02-08,2024,False,False,False,,,,74.0,
Doki Doki Literature Club Plus!,2024-02-08,2024,False,True,True,14.99,Serenity Forge,"Horror, Diverse Characters, RELAXING, Creative Community, Serenity Forge Publisher Sale, Windows, Recommend this Game, Amazing Characters, Amazing Storytelling, Extremely Fun, RPG, Single Player, Educational, Inclusive Character Customization, Quickly Understand the Controls, Mac OS, Great for Beginners",85.0,4.61
